,Table: Table_1,id,<b> NO Table FOUND </b>
"('2019-2020 ', '2/13/20 10:22 AM ', 'Student was physically aggressive towards staff. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_184,
"('2019-2020 ', '3/11/20 9:46 AM ', 'Student was physically aggressive towards staff. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_184,
"('2020-2021 ', '10/21/20 2:16 PM ', 'became upset in the classroom when he realized he missed a portion of the show on the Smartboard. Staff offered him offered the choice to re-watch it in the science lab or on his laptop. He continued to escalate and pulled all of the computer cords out. He also tried to hit/push/pull the computer When staff tried to block', ' he became physically aggressive. Staff utilized an escort to the t/o room. Dismissed from there. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_216,
"('2020-2021 ', '10/26/20 7:45 AM ', ""X Physical intervention- 2 Time Out Room - got upset he couldn't find his work on the paper. He became physical and hit staff. Support was called because student was not being safe. Student was escorted to time out room. "", 'Intervention: Time Out (minutes) ', nan)",,MON1_RISI_01_table_Page_216,
"('2020-2021 ', '10/26/20 10:36 AM ', 'Student was rolling around floor in PE and disrupting the lesson. He was redirected by staff but began to hit and refused to wear his mask and was asked to leave. Support called when he continued to refuse to leave hit his 1:1', ' and 2 person escort was performed to TO room. ', 'Intervention: Physical Intervention (minutes) ')",,MON1_RISI_01_table_Page_216,
"('2020-2021 ', '10/26/20 10:36 AM ', 'Student was rolling around floor in PE and disrupting the lesson. He was redirected by staff but began to hit and refused to wear his mask and was asked to leave. Support called when he continued to refuse to leave hit his 1:1', ' and 2 person escort was performed to TO room. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_216,
"('2020-2021 ', '10/29/201 10:40 AM ', 'got upset in speech. He became physical with staff. He would kick and hit staff. was escorted to T/O. ', 'Intervention: Time Out (minutes) ', nan)",,MON1_RISI_01_table_Page_216,
"('2018-2019 ', '10/3/18 8:25 AM ', 'Staff overheard him saying inappropriate things', ' "" I\'m a murderer""', ' I\'m gonna piss all over you."" Staff asked him to stop. He denied saying them', ' began screaming. Staff asked him to leave room', ' he refused. Support called. He lunged at staff said he was going to kill her', ' grabbed her', ' kicked her leg. Escorted to time out. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_085,
"('2018-2019 ', '10/10/18 9:20 AM ', 'was upset that he had no money for book fair. He accused another student of saying something nasty. He screamed and yelled at that student. Was asked to leave the class', ' refused several times. Waved his fist at the teacher. Support escorted to time out. ', 'Intervention: Time Out (minutes) ', nan, nan, nan, nan, nan)",,MON1_RISI_01_table_Page_085,
"('2018-2019 ', '10/17/18 1:35 PM ', 'was glaring at a student and got verbally aggressive. When asked to leave class', ' he refused. Support called. He was swearing and threatened to hit Called a student the ""n"" word. ', 'Intervention: Time Out (minutes) ', nan, nan, nan, nan, nan)",,MON1_RISI_01_table_Page_085,
"('2018-2019 ', '11/1/18 12:00 PM ', 'got to class agitated. Swearing under his breath in home and careers. He became very upset. He refused to leave became verbally abusive towards staff. He threatened to kill staff. Support escorted to time out. ', 'Intervention: Time Out (minutes) ', nan, nan, nan, nan, nan, nan)",,MON1_RISI_01_table_Page_085,
"('2018-2019 ', '11/26/18 12:30 PM ', 'Skills streaming- verbally inappropriate', ' disruptive and used the talking piece - a soft ball inappropriately rubbing under his shirt. Another student made a comment and he was verbally aggressive and threatened him. When asked to leave to alternate location', ' he refused. He threw a head set Escorted to time out. ', 'Intervention: Time Out (minutes) ', nan, nan, nan, nan)",,MON1_RISI_01_table_Page_085,
"('2018-2019 ', '11/29/18 8:30 AM ', 'Verbally defiant when asked to join group. Swearing at staff. He was asked to leave class by the teacher. He threw a pencil at her', ' swearing at her. Escorted to time out. ', 'Intervention: Time Out (minutes) ', nan, nan, nan, nan, nan)",,MON1_RISI_01_table_Page_085,
"('2018-2019 ', '11/30/18 12:20 PM ', 'was agitated by another student. turned around and glared at her over and over. He became verbally abusive. Began swearing at other students. When asked to leave he refused. Support arrived', ' escorted to timeout. ', 'Intervention: Time Out (minutes) ', nan, nan, nan, nan, nan)",,MON1_RISI_01_table_Page_085,
"('2019-2020 ', '8/8/19 1:15 PM ', 'Was upset when asked to first then have a break. He ran', ' hit', ' yelled at staff. Then ran out building. Support called', ' escorted to time out until ready. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_154,
"('2019-2020 ', '8/13/19 8:20 AM ', 'Ran from staff', ' when asked to stop he hit', ' punched staff and was put in a small child. Support was called', ' escorted to timeout of calm. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_154,
"('2019-2020 ', '9/4/19 8:20 AM ', 'Refused to come to class', ' ran from Support called. When staff got to him he began hitting and scratching staff. Escorted to timeout. ', 'Intervention: Time Out (minutes) ', nan, nan)",,MON1_RISI_01_table_Page_154,
"('2019-2020 ', '9/4/19 10:40 AM ', 'X started kicking staff because he wanted to leave. Staff escorted him to timeout. ', 'Intervention: Time Out (minutes) ', nan, nan, nan)",,MON1_RISI_01_table_Page_154,
"('2019-2020 ', '9/5/19 8:47 AM ', 'X refused to do work', ' was climbing on furniture', ' trying to leave the room sitting staff. Support called. ', 'Intervention: Time Out (minutes) ', nan)",,MON1_RISI_01_table_Page_154,
"('2019-2020 ', '9/5/19 10:45 AM ', 'Refusing to be safe in class', ' opening up cabinets and getting in them and closing door. Support escort out of class. ', 'Intervention: Time Out (minutes) ', nan, nan)",,MON1_RISI_01_table_Page_154,
"('2019-2020 ', '9/5/19 12:45 PM ', 'X tried to throw an object at staff during gym. Support removed him out if class. ', 'Intervention: Time Out (minutes) ', nan, nan, nan)",,MON1_RISI_01_table_Page_154,
"('2019-2020 ', '9/6/19 9:55 AM ', 'X ran out of class', ' Escorted to time out by support. He was yelling', ' screaming and kicking. ', 'Intervention: Time Out (minutes) ', nan)",,MON1_RISI_01_table_Page_154,
"('2019-2020 ', '9/17/19 11:15 AM ', 'X was asked to sit at the table to watch smart board. Climber on tables', ' jumping off of them ', 'Intervention: Time Out (minutes) ', nan, nan)",,MON1_RISI_01_table_Page_154,
"('2019-2020 ', '9/23/19 9:25 AM ', 'X refused to do work. Jumping on tables', ' yelling and screaming. ', 'Intervention: Time Out (minutes) ', nan, nan)",,MON1_RISI_01_table_Page_154,
"('2019-2020 ', '9/23/19 12:25 PM ', 'Refused to do work jumping on tables. Running in hall. ', 'Intervention: Time Out (minutes) ', nan, nan, nan)",,MON1_RISI_01_table_Page_154,
"('2019-2020 ', '9/24/19 11:00 AM ', 'Ran out of timeout room', ' staff followed. He was running', ' staff caught him put in a small child. ', 'Intervention: Time Out (minutes) ', nan)",,MON1_RISI_01_table_Page_154,
"('2019-2020 ', '9/26/19 8:30 AM ', 'X was jumping in furniture', ' throwing toys. Staff asked him to stop. Escorted to timeout. ', 'Intervention: Time Out (minutes) ', nan, nan)",,MON1_RISI_01_table_Page_154,
"('2019-2020 ', '9/30/19 9:10 AM ', 'Refused to do work', ' disrupting class. Removed from class. ', 'Intervention: Time Out (minutes) ', nan, nan)",,MON1_RISI_01_table_Page_154,
"('2019-2020 ', '10/10/19 8:15 AM ', 'Disrupting class', ' screaming and yelling. Support he was removed to timeout. ', 'Intervention: Time Out (minutes) ', nan, nan)",,MON1_RISI_01_table_Page_154,
"('2019-2020 ', '10/10/19 11:30 AM ', 'X ran from the timeout room', ' Support intervened in the stairs. Escorted back to timeout ', 'Intervention: Time Out (minutes) ', nan, nan)",,MON1_RISI_01_table_Page_154,
"('2019-2020 ', '10/17/19 12:50 PM ', 'Refused to participate Support called. ', 'Intervention: Time Out (minutes) ', nan, nan, nan)",,MON1_RISI_01_table_Page_154,
"('2020-2021 ', '6/8/21 10:28 AM Student was physically aggressive towards staff. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_381,
"('2020-2021 ', '6/10/21 10:50 AM Student was physically aggressive towards staff. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_381,
"('2020-2021 ', '6/15/21 11:26 AM Student was physically aggressive towards staff. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_381,
"('2020-2021 ', '6/16/21 11:15 AM Student was physically aggressive towards staff and and disrobing. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_381,
"('2020-2021 ', 'Student was physically aggressive towards staff and eloped from the 6/16/21 1:20 PM classrrom. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_381,
"('2020-2021 ', '6/16/21 1:35 PM Student was physically aggressive towards staff. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_381,
"('2020-2021 ', '6/21/21 10:32 AM Student was physically aggressive towards staff and was disrobing. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_381,
"('2020-2021 ', '6/22/21 10:00 AM Student was physically aggressive towards staff and was disrobing. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_381,
"('2020-2021 ', '6/22/21 11:00 AM Student was physically aggressive towards staff and was disrobing. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_381,
"('2020-2021 ', '9/25/20 1:12 PM Student was physically aggressive towards staff. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_381,
"('2020-2021 ', '9/25/20 10:49 AM Student was physically aggressive towards staff. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_381,
"('2020-2021 ', '10/15/20 2:10 PM Student was physically aggressive towards staff. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_381,
"('2020-2021 ', '10/23/20 11:18 AM Student was physically aggressive towards staff. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_381,
"('2020-2021 ', '6/21/21 1:20 PM Student was physically aggressive towards staff. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_381,
"('2020-2021 ', '5/4/21 11:10 AM Student was physically and verbally aggressive towards staff. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_381,
"('2020-2021 ', '5/26/21 11:57 AM Student was physically and verbally aggressive towards staff. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_381,
"('2020-2021 ', '1/11/21 11:15 AM Student was physically aggressive towards staff. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_381,
"('2020-2021 ', '1/12/21 9:23 AM Student was physically aggressive towards staff. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_381,
"('2020-2021 ', '1/22/21 10:30 AM Student was physically and verbally aggressive towards staff. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_381,
"('2020-2021 ', '3/18/21 12:35 PM Student was verbally and physically aggressive towards staff. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_381,
"('2020-2021 ', '3/18/21 2:05 PM Student was physically aggressive towards staff. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_381,
"('2020-2021 ', '4/13/21 9:56 AM Student was physically aggressive towards staff. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_381,
"('2020-2021 ', '4/19/21 10:05 AM Student was physically aggressive towards staff. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_381,
"('2020-2021 ', '4/20/21 9:31 AM Student was verbally and physically aggressive towards staff. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_381,
"('2020-2021 ', '6/11/21 12:55 PM Student was physically aggressive towards staff and eloped from class. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_381,
"('2020-2021 ', '6/11/21 2:31 PM Student was physically aggressive towards staff. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_381,
"('2020-2021 ', '3/23/21 1:39 PM Student was physically aggressive towards himself. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_381,
"('2020-2021 ', '3/26/21 11:03 AM Student was verbally and physically aggressive towards staff. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_381,
"('2020-2021 ', '2/1/21 2:42 PM ', 'X X X X was playing with his hand sanitizer', ' another student thought it belonged to him and gave a little push. got upset and became aggressive toward the other student. was placed in a standing child hold', ' and left to go on a walk to calm went on a walk to calm down. ', 'Intervention: Physical Intervention (minutes) ')",,MON1_RISI_01_table_Page_365,
"('2020-2021 ', '2/5/21 1:00 PM ', 'X ran out of classroom. Refused to sit his time outside the classroom before reentry. Unsafe behavior and noncompliance. Support called. Escorted to T.O. T.01:04-1:24 ', 'Intervention: Time Out (minutes) ', nan, nan)",,MON1_RISI_01_table_Page_365,
"('2020-2021 ', '2/8/21 11:35 AM ', 'X X X ran out of the classroom after being told it was time for math. He started running around the first floor. started playing with the water dispenser and when asked to stop he attempted to run out of the building. A yellow call was made and and escorted him to TO TO ', 'Intervention: Time Out (minutes) ', nan, nan)",,MON1_RISI_01_table_Page_365,
"('2020-2021 ', '2/26/21 8:25 AM ', 'X was jumping on his desk and started to rub the edge of the desk between his legs in front of a female student. When staff asked him to stop', ' he kept going faster. Staff asked for him to stop again he said ""shut the fuck up"" and started to hit staff. he was put in a 2 person small child hold. support was called and he was escorted to TO T.O ', 'Intervention: Physical Intervention (minutes) ', nan)",,MON1_RISI_01_table_Page_365,
"('2020-2021 ', '2/26/21 8:25 AM ', 'X was jumping on his desk and started to rub the edge of the desk between his legs in front of a female student. When staff asked him to stop', ' he kept going faster. Staff asked for him to stop again he said ""shut the fuck up"" and started to hit staff. he was put in a 2 person small child hold. support was called and he was escorted to TO T.O ', 'Intervention: Time Out (minutes) ', nan)",,MON1_RISI_01_table_Page_365,
"('2020-2021 ', 'X was diruptive in class', ' screaming and cursing. He then became aggressive toward staff', ' and was threatening staff. he was also throwing objects in the room. Support was called and cedric went to TO. He was in TO from he ', ' was switched to an alternate location from While in TO he was continuously making threats', ' taking off shirt', ' aggressive', ' spitting on the floor. Mom was e-mailed about all of his incidents 10/27/20 12:40 PM today. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_307,
"('2020-2021 ', 'X X was teasing a classmate', ' staff asked him to stop and gave him a warning. yelled you! He started punching staff', ' cursing', ' and shoving staff. He was brought to the hallway and tried to punch escorted him to T.O. in the 7th 10/30/20 9:10 AM grade hallway. He was in TO from ', 'Intervention: Time Out (minutes) ', nan, nan, nan)",,MON1_RISI_01_table_Page_307,
"('2020-2021 ', 'X was being aggressive in the classroom', ' throwing items at staff. He was also throwing books in the room. He was cursing and screaming at staff. He ran out of the classroom. Support was called 11/6/2012:55 PM and he went into TO from ', 'Intervention: Time Out (minutes) ', nan, nan, nan, nan, nan)",,MON1_RISI_01_table_Page_307,
"('2020-2021 ', 'X X X X and were teasing each other. Staff told them to stop. ran to and they started to push eachother. seperated them', ' walked to TO to cool down. While in T.O. was making threats', ' ""I\'ll kill everyone in this school""', ' ""I\'ll kill you ""I\'m gonna shoot this f---ing school', ' ni---s""', ' He was in 11/17/20 10:15 AM T.O from ', 'Intervention: Time Out (minutes) ', nan)",,MON1_RISI_01_table_Page_307,
"('2020-2021 ', 'X X X X was hitting staff', ' cursing', ' and trying to leave the room. was in the hallway and helped escort to T.O. was in T.O. 11/17/20 11:20 AM from ', 'Intervention: Time Out (minutes) ', nan, nan, nan, nan)",,MON1_RISI_01_table_Page_307,
"('2020-2021 ', '5/11/21 12:07 PM ', 'Walked around outside of school building', ' no mask', ' hitting', ' kicking', ' spitting on staff. Non-compliant to go to calming room. Advised staff he would not do any work until 11am everyday. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_317,
"('2020-2021 ', '6/1/21 10:00 AM ', '8th grade hall. Student tried to push past staff. CI intervened and escorted to TO. ', 'Intervention: Time Out (minutes) ', nan, nan, nan, nan)",,MON1_RISI_01_table_Page_317,
"('2020-2021 ', '10/13/2010:05 AM ', 'Student began attacking staff after he was unable to follow the direction of staying in his space. Needed to be held by staff. Support called and escorted to T/O ', 'Intervention: Physical Intervention (minutes) ', nan, nan, nan, nan)",,MON1_RISI_01_table_Page_317,
"('2020-2021 ', '10/13/20 10:05 AM ', 'Student began attacking staff after he was unable to follow the direction of staying in his space. Needed to be held by staff. Support called and escorted to T/O ', 'Intervention: Time Out (minutes) ', nan, nan, nan, nan)",,MON1_RISI_01_table_Page_317,
"('2020-2021 ', '10/19/209:30 AM ', 'Student did work out of the classroom then started to run around the building', ' leave the building and was physically aggressive towards staff. Support was called. T/O ', 'Intervention: Time Out (minutes) ', nan, nan, nan)",,MON1_RISI_01_table_Page_317,
"('2020-2021 ', '10/19/209:30 AM ', 'Student did work out of the classroom then started to run around the building', ' leave the building and was physically aggressive towards staff. Support was called. T/O ', 'Intervention: Time Out (minutes) ', nan, nan, nan)",,MON1_RISI_01_table_Page_317,
"('2020-2021 ', '10/20/20 9:00 AM ', 'Student asked to work in the hall with beanbag. Began running around sliding in the hall with beanbag. Bean bag was taken', ' student threw ipad at staff began running and got physically aggressive with staff. Escorted to T/O ', 'Intervention: Time Out (minutes) ', nan, nan, nan)",,MON1_RISI_01_table_Page_317,
"('2020-2021 ', '10/21/20 5:11 PM ', 'X was running in the hall. PE teacher asked him to go back and walk. Student refused. He tried to get into the Gym and began hitting and kicking staff. Student was put in a small child hold until his body was calm. ', 'Intervention: Physical Intervention (minutes) ', nan, nan, nan, nan)",,MON1_RISI_01_table_Page_317,
"('2020-2021 ', '10/30/20 12:55 PM ', ""Student was being harassed by other student's and asked them to stop multiple times. He began to throw pencil boxes at the students. Needed to be put in a small child. "", 'Intervention: Physical Intervention (minutes) ', nan, nan, nan, nan)",,MON1_RISI_01_table_Page_317,
"('2020-2021 ', '10/30/20 1:10 PM ', 'Student was trying to attack other students. Needed to be escorted to T/O ', 'Intervention: Time Out (minutes) ', nan, nan, nan, nan)",,MON1_RISI_01_table_Page_317,
"('2018-2019 ', '6/10/19 10:50 AM ', ""Student didn't want to do work. When asked to take a break to calm he became aggressive and hit/kicked staff. Restraint used. support called"", ' taken to time out to calm. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_061,
"('2018-2019 ', '6/10/19 11:20 AM ', ""Didn't want to do work. Started hitting and kicking staff. Restraint and support called. Walked to timeout to cool down. "", 'Intervention: Time Out (minutes) ', nan)",,MON1_RISI_01_table_Page_061,
"('2018-2019 ', '6/17/19 11:05 AM ', 'Student did not want to do work. Physically aggressive towards teacher. Brought to hall to calm down. Continued to be aggressive', ' restraint used. Support called. Taken to time out. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_061,
"('2018-2019 ', '6/17/19 1:05 PM ', ""Woke up from a nap and didn't want to do any work. Physically attacking staff. Restraint used and called for Admin and nurse. Taken to time out to cool down. "", 'Intervention: Time Out (minutes) ', nan)",,MON1_RISI_01_table_Page_061,
"('2018-2019 ', '6/19/19 11:15 AM ', 'Student was upset about doing work. Wanted to go outside. He started hitting staff. Support called. Teacher walked him to the time out room ', 'Intervention: Time Out (minutes) ', nan)",,MON1_RISI_01_table_Page_061,
"('2018-2019 ', '6/24/19 11:50 AM ', 'X became upset after he was told he had pizza for lunch instead of something else. Staff grabbed his lunch for him. Upset about straw in elevator. ', 'Intervention: Time Out (minutes) ', nan)",,MON1_RISI_01_table_Page_061,
"('2018-2019 ', '7/19/18 12:30 PM ', 'X was attempting to leave without permission', ' he was writing on the walls and on the floor in the hallway. He was making threats towards staff. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_061,
"('2018-2019 ', '7/24/18 12:00 PM ', 'X was disrupting class', ' given a warning to stop or he needed to go to hall. He continued and was asked to leave. While in hall he was threatening anf swearing at staff. He started walking away. Support called He was helped to calming area and was put in a restraint. Parents were called and he was picked up. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_061,
"('2018-2019 ', '8/3/18 12:40 PM ', 'X was being defiant in the PAS room. He threw papers and was trying to push staff out of the way to leave the room. ', 'Intervention: Time Out (minutes) ', nan)",,MON1_RISI_01_table_Page_061,
"('2018-2019 ', '11/13/18 12:36 PM ', 'Very disruptive in main office. Had to be removed. ', 'Intervention: Time Out (minutes) ', nan)",,MON1_RISI_01_table_Page_061,
"('2018-2019 ', '5/17/19 12:00 AM ', 'Refused to do work. He roamed around the school. Tipped furniture and was physical with staff. He hit staff', ' spit on staff and broke a light. He shut the door on staff. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_061,
"('2018-2019 ', '5/31/19 12:35 PM ', 'Talking to staff', ' seemed calm. He got up and started to run and became aggressive towards staff. Escorted to timeout where he was held', ' started hitting his head. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_047,
"('2018-2019 ', '6/5/19 9:53 AM ', 'Time to do work and he refused', ' threw things in class. Started to hit and kick staff. Support called', ' escorted to timeout. Restraint until safe. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_047,
"('2018-2019 ', '6/7/19 10:00 AM ', 'Upset that he had to do work in class. He attempted to leave class and began to hit staff and throw chairs. Support called. Escorted to timeout', ' banging head had to be restrained. He calmed in time out. ', 'Intervention: Time Out (minutes) ', nan)",,MON1_RISI_01_table_Page_047,
"('2018-2019 ', '6/7/19 1:15 PM ', 'was asked to complete work at end of day. Became upset and aggressive towards staff. Support called', ' escorted to timeout', ' held until calm. He left timeout and tried to run outside escorted back to timeout. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_047,
"('2018-2019 ', '6/10/19 11:45 AM ', 'Time to g in from playground. He began running and was told to come back and walk into school. He began walking around the pool and running from staff. Support called. and was escorted back into building', ' went to timeout. ', 'Intervention: Time Out (minutes) ', nan)",,MON1_RISI_01_table_Page_047,
"('2018-2019 ', '6/12/19 8:35 AM ', 'was asked to put his coloring away. He refused and then started to hit and kick staff and attempt to throw chairs. He was told to leave class. In the hall he continued to kick and hit staff. small child until calm. Support escorted to timeout. Completed work and returned to class. ', 'Intervention: Time Out (minutes) ', nan, nan)",,MON1_RISI_01_table_Page_047,
"('2018-2019 ', '6/13/19 8:45 AM ', 'was asked to read. He refused and attempted to run out of class. Began hitting and kicking staff. Support was called. small child restraint until support arrived. He calmed went to Alternate location. Not allowed to play with toys. Taken to timeout. ', 'Intervention: Time Out (minutes) ', nan, nan)",,MON1_RISI_01_table_Page_047,
"('2018-2019 ', '6/14/19 9:40 AM ', 'Student did not want to do work. Kicked', ' bit', ' punched and knocking over furniture. Restraint. Escorted to time out and calmed. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_047,
"('2018-2019 ', '6/17/19 8:45 AM ', 'Student asked to come to the LLI table. Refused getting into things he was not supposed to. Started to hit and kick. Escorted to timeout', ' multiple restraints used', ' head banging. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_047,
"('2020-2021 ', '11/16/209:25 AM ', 'X Student opened door to TO to leave when he was not calm yet', ' staff stopped him. He began punching and spitting. Support called', ' put back in TO and door closed. He continued to spit for a bit. He eventually calmed and returned to class. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_259,
"('2020-2021 ', '11/30/20 8:10 AM ', 'X X X After arriving to school', ' began hitting and kicking staff. He was escorted to TO. tayed in TO until he left the room and began wandering the halls. TO Escort ', 'Intervention: Physical Intervention (minutes) ', nan)",,MON1_RISI_01_table_Page_259,
"('2020-2021 ', '11/30/20 8:35 AM ', 'X X left the TO room and began wandering the hallway. He began tearing down paper walls. He walked to the fishbowl and began climbing on the railings and kicking the grates. Support was called and was escorted back to TO where he stayed until calm and ready to return to class. TO Escort ', 'Intervention: Physical Intervention (minutes) ', nan, nan)",,MON1_RISI_01_table_Page_259,
"('2020-2021 ', '12/7/20 8:30 AM ', 'X When arrived at school', "" he did not want to get out of Dad's car. He was helped into the building. Once in the fishbowl"", ' he started to climb onto the railings. Support escorted him to TO where he stayed until calm. TO Escort ', 'Intervention: Physical Intervention (minutes) ')",,MON1_RISI_01_table_Page_259,
"('2020-2021 ', '12/7/20 8:30 AM ', 'X When arrived at school', "" he did not want to get out of Dad's car. He was helped into the building. Once in the fishbowl"", ' he started to climb onto the railings. Support escorted him to TO where he stayed until calm. TO Escort ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_259,
"('2020-2021 ', '12/7/20 8:50 AM ', 'X While in the calming area in the TO room', ' began to try to tear wires and paint off the walls. He was moved back into the TO room so he could stay safe. He stayed their until calm. Staff completed a reflection sheet with him once calm and he returned to class. TO ', 'Intervention: Time Out (minutes) ', nan)",,MON1_RISI_01_table_Page_259,
"('2021-2022 ', '8/9/21 10:30 AM ', 'X had been calm until began about 8:45', ' when all of a sudden he began scratching and spitting. Eventually he needed to be restrained', ' and while in the restraint he soiled himself', ' and while doing so', ' he continued to spit', ' and attempted to bite. He eventually was moved to a calming room and urinated on the floor. After he was changed', ' he left the room so it could be cleaned he began running around', ' and then trying to tear things up. Soon he returned to spitting and scratching', ' and was returned to the calming room. When | attempted to check on him', ' he aimed and urinated on my leg. He then urinated on the floor and poored out and threw a chocolate milk. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_388,
"('2021-2022 ', '9/15/21 10:35 AM ', 'X X Student was agitated in class and began to rip papers', ' throw supplies and was asked to leave by staff. When writer redirected student', ' he began to scratch and bite writer. Support called', ' writer implemented 1-person child restraint for safety (this was observed by )', "" Student kicked writer and spat at passerbys and purposely urinated on the floor. He smeared it on writer's leg with his shoe. AP and nurse observed. Eventually"", ' seemed calmer and was released and directed to change. ', 'Intervention: Physical Intervention (minutes) ', nan, nan, nan, nan)",,MON1_RISI_01_table_Page_388,
"('2021-2022 ', '9/15/21 10:35 AM ', 'X X Student was agitated in class and began to rip papers', ' throw supplies and was asked to leave by staff. When writer redirected student', ' he began to scratch and bite writer. Support called', ' writer implemented 1-person child restraint for safety (this was observed by )', "" Student kicked writer and spat at passerbys and purposely urinated on the floor. He smeared it on writer's leg with his shoe. AP and nurse observed. Eventually"", ' seemed calmer and was released and directed to change. ', 'Intervention: Time Out (minutes) ', nan, nan, nan, nan)",,MON1_RISI_01_table_Page_388,
"('2019-2020 ', '2/14/20 10:12 AM ', 'Student was physically aggressive towards staff and was destroying property. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_186,
"('2019-2020 ', '3/2/20 1:38 PM ', 'Student was physically aggressive towards staff. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_186,
"('2019-2020 ', '3/11/20 11:03 AM ', 'Student was non compliant and verbally aggressive and physically aggressive towards staff. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_186,
"('2019-2020 ', '8/1/19 12:56 PM ', 'Student was verbally and physically aggressive. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_186,
"('2019-2020 ', '10/4/19 2:04 PM ', 'Student was verbally and physically aggressive towards staff. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_186,
"('2019-2020 ', '10/31/19 2:15 PM ', 'Student was verbally and physically aggressive towards staff. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_186,
"('2019-2020 ', '11/1/19 9:58 AM ', 'Student was physically and verbally aggressive towards staff. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_186,
"('2019-2020 ', '11/18/19 9:37 AM ', 'Student was verbally aggressive towards staff and displayed unsafe behavior by throwing things and destroying a playroom. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_186,
"('2019-2020 ', '2/3/20 1:11 PM ', 'Student was physically and verbally aggressive towards staff. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_186,
