,id,doc_type,date,start_time,end_time,description,restraint_type
162,ASSS_RI_10-Part-10,Physical Restraint Documentation Form,01/24/2018,AM,End Time: 10:26,"was very disregulated all morning times long in the (medication morning. related?). was He running had been around to the the time-out classroom room and to running give him into a less furniture, a ""safer"" stimulating walls and people. space Staff created a smaller space (time-out room was not available to use) within the classroom to furniture provide and break to calm 3 different",Please check which TCIS physical restraint was employed:Standing Restraint Seated Restraint Supine Restraint
163,ASSS_RI_10-Part-11,Physical Restraint Documentation Form,01/31/2018,Start Time: 9:05,Incident Location: 9:20 AM,"continued was to escalate as by throwing objects, flipping his desk and going around the room throwing safe. objects. to escalated I arrived in an effert to assist him to calm down. He was not receptive to meeting with I attempted me. He talk him down when he tried to hit and kick me. Small child restraint employed to keep myself",
164,ASSS_RI_10-Part-12,Physical Restraint Documentation Form,01/03/2018,Start Time: 11:40,classroom 11:50 AM,"was about to get his lunch when he said that he wished he could change his lunch order, but he knew he couldn't. He went down to get lunch and became unsafe in the hallway, slamming his head into walls, and punching walls/display window. He came into the classroom and went right to the cubbies and sat inside one where he began slamming his",
165,ASSS_RI_10-Part-13,Physical Restraint Documentation Form,01/03/2018,Start Time: 12:00,End Time: 12:07,"He went to his desk to eat his sandwich and became angry that he couldn't sit with his friends at the table due to his their fear and he began slamming his drink on his desk, his lunch was removed from his desk as went to flip desk,",
166,ASSS_RI_10-Part-14,Physical Restraint Documentation Form,Incident Date: 01/03/2018,Start Time: 12:10,Incident Location: 12:15 PM,"over to the time out room and when he got inside he began slamming his head against staff went the walls. in and Staff he monitored walked him due to his past slamming his face on the door handle, when he started to do that, went at staff, punching and kicking.",
167,ASSS_RI_10-Part-15,Physical Restraint Documentation Form,01/04/2018,1:04,classroom 1:16 PM,We were beginning a new activity and did not want to participate in. was asked if he wanted to work with,
168,ASSS_RI_10-Part-16,Physical Restraint Documentation Form,Incident Date: 1/8/18,Incident Location:,2:00p Observers: Participants:,Li> able to go to He time out room to calm dun. While in the time out room beser an engaging in self injurious behavior,
169,ASSS_RI_10-Part-17,Physical Restraint Documentation Form,1/8/18,Start Time: 145 21,"class foom 205 1:55, Observers:",was bing a craft project and had made a small Mistake and it calsed him extreme anxiety. We attempted to verbally alm,
170,ASSS_RI_10-Part-18,Physical Restraint Documentation Form,PM,Start Time: 12:10,End Time: 12:20,"became angry after being told several times that while playing with cars he and another student needed to be the cars into the bin, took a peers hat and threw it across the room, then took a pair of peers boots and threw then the nice and when I told them to put the cars away",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
171,ASSS_RI_10-Part-19,Physical Restraint Documentation Form,1126118,2:00pm,Classroom 2:05pm Observers:,came back from carred time in th gaych and became grant because he had missed reycling with a standent from the dessoon next dar,Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
172,ASSS_RI_10-Part-2,Physical Restraint Documentation Form,1/26/18,10:35 an,classroom 10:45 cm Observers:,spent several Minutes rolling around on the floor and wound throwing objects at students and becoming physically assussive toward up teachers. This behavior escalated until it because necessary,Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
173,ASSS_RI_10-Part-20,Physical Restraint Documentation Form,10:25,AM,Room #94 10:32 AM,,Please check which TCIS physical restraint was employed:Standing Restraint Seated Restraint Supine Restraint
174,ASSS_RI_10-Part-21,Physical Restraint Documentation Form,01/23/2018,Start Time: 11:32am,End Time: 11:50 am,was directed to go to the lunch table by for his session. He began,Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
175,ASSS_RI_10-Part-22,Physical Restraint Documentation Form,01/19/2018,2:13,Classroom 2:35 PM,"refused to do his work. He left his desk, went over to the book area and started taking things out (books, blankets, pillows ect). Staff asked if he was taking a break. He would not answer. Staff reminded him to ask for a break or put the materials away.",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
176,ASSS_RI_10-Part-23,Physical Restraint Documentation Form,10/04/2017,11:10,2nd Floor 11:17 AM,"was in the room when he started showing signs of being unsafe. He started to push and punch at staff, at this time, staff had to put",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
177,ASSS_RI_10-Part-24,Physical Restraint Documentation Form,Incident Date: 10/16/2017,Start Time: 10:30,10:50 AM Observers:,"During Math, estarted in a verbal altercation with another student in the class. told student to ""shut up, stop saying what",Please check which TCIS physical restraint was employed:Standing Restraint Seated Restraint Supine Restraint
178,ASSS_RI_10-Part-25,Physical Restraint Documentation Form,12:45,PM,Room 01:15 PM,"1 was involved in an altercation with another student, so staff tried to remove 1 from the room. refused to leave the",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
179,ASSS_RI_10-Part-26,Physical Restraint Documentation Form,Incident Date: 10/20/2017,01:15,2nd floor 01:30 PM,"- room being unsafe towards staff, swinging and bunching at staff. Staff then put into a",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
180,ASSS_RI_10-Part-27,Physical Restraint Documentation Form,10/20/2017,Start Time: 01:40,End Time: 02:00,"n was in his homeroom, still agitated from his last episode. started flipping tables, desks, throwing objects, and 1 into a small child standing restraint.",Please check which TCIS physical restraint was employed:Standing Restraint Seated Restraint Supine Restraint
181,ASSS_RI_10-Part-28,Physical Restraint Documentation Form,Incident Date: 10/20/2017,Start Time: 01:00,Incident Location: Room 01:09,had taken a break prior to returning to class. When in class and another student exchanged words. Staff members offered both students a break. Both students continued to exchange words. The other student then approached her. Staff offered,Please check which TCIS physical restraint was employed:Standing Restraint Seated Restraint Supine Restraint
182,ASSS_RI_10-Part-3,Physical Restraint Documentation Form,01/18/2018,AM,10:07 AM Observers:,,Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
183,ASSS_RI_10-Part-4,Physical Restraint Documentation Form,01/25/2018,1:05,Classroom 1:06 PM,"had made paper snowflakes for his classmates during quiet time. The class had started calendar, and was teacher helper, and needed to hand out the materials. ""got stuck"" on the snowflakes.",Please check which TCIS physical restraint was employed:Standing Restraint Seated Restraint Supine Restraint
184,ASSS_RI_10-Part-5,Physical Restraint Documentation Form,12:33,12:33,End Time: 12:38,,Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
185,ASSS_RI_10-Part-6,Physical Restraint Documentation Form,Incident Date: 01/23/2018,Start Time: 11:45,classroom 12:45 PM,"had begun to become distracted during read aloud, and was hiding under his desk, and kicking the wall. He was toid that if he wanted to take a break he needed to use his words, he requested break, and went to walk to the time out room, and he was informed that in this classroom there is a break area and he was walked over to the spot.",Please check which TCIS physical restraint was employed:Standing Restraint Seated Restraint Supine Restraint
186,ASSS_RI_10-Part-7,Physical Restraint Documentation Form,1/26/18,Start Time: 11:05-nito,Incident Location: Classroom 11:20am Observers:,"had been running around the room Herr tins to hit other students, upon intervening was assressive ( Litting,",Please check which TCIS physical restraint was employed:Standing Restraint Seated Restraint Supine Restraint
187,ASSS_RI_10-Part-8,Physical Restraint Documentation Form,1/26/18,1/26/18,Incident Location: Classroom 11:40m Observers:,had taken himself into the classoom bathroom and was destroying property inside the bathroom Teachers needed to open the bor to monitor,Please check which TCIS physical restraint was employed:Standing Restraint Seated Restraint Supine Restraint
188,ASSS_RI_10-Part-9,Physical Restraint Documentation Form,1/26/18,Incident Location: Classroom,12:05 for Observers: Participants:,"was told that he needed to follow ho clession expectations and became angry and aggressive touard teachers ( hitting, kicks, biting...) this behavior escilited quickly requirity physical inter vertion",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
189,ASSS_RI_11-Part-1,Physical Restraint Documentation Form,10/19/2017,PM,Incident Location: 12:45 PM,"was asked to give his cell phone over to staff. complied, and as staff was walking away, stated "" give me my",Please check which TCIS physical restraint was employed:Standing Restraint Seated Restraint Supine Restraint
190,ASSS_RI_11-Part-10,Physical Restraint Documentation Form,10/18/2017,Start Time: 11:00,11:03 AM Observers:,While in was banging his head. The were called to help de-escalate. He threw a pencil at,Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
191,ASSS_RI_11-Part-11,Physical Restraint Documentation Form,10/24/2017,AM,10:10 AM Observers:,"was disruptive in class to the point that the other students needed to be removed to the hallway. The were called. After approximately 20 minutes, they were able to get him to go to the resource room. He left the resource room after approximately 10",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
192,ASSS_RI_11-Part-12,Physical Restraint Documentation Form,AM,Start Time: 10:50,Health Office 11:00 AM,was in the Room as a result of a behavioral incident that occurred yesterday afternoon. Another student in the Room,Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
193,ASSS_RI_11-Part-13,Physical Restraint Documentation Form,10/04/2017,01:20,Classroom 01:30 Observers,"from science experiment outside to journal work inside. He clearly stated that he asked did not him want to ""please to do any Stop"", work. I He reminded down stransitioned began of his pounding expectations, a on the rewards, table disturbing and fun the acttivities other students still to come that were today. working. Students picked up his pencil, choice threw to it and take then a",Please check which TCIS physical restraint was employed:Standing Restraint Seated Restraint Supine Restraint
194,ASSS_RI_11-Part-14,Physical Restraint Documentation Form,10-18-17,10-18-17,Classroom 12:40 pm Observers:,,Please check which TCIS physical restraint was employed:Standing Restraint Seated Restraint Supine Restraint
195,ASSS_RI_11-Part-15,Physical Restraint Documentation Form,10/20/17,10/20/17,Incident Location: 11:37 Participants:,"accidentally kichul notler student and thought hed be in tronsle, due to this became goitated and atterpted to",Please check which TCIS physical restraint was employed:Standing Restraint Seated Restraint Supine Restraint
196,ASSS_RI_11-Part-16,Physical Restraint Documentation Form,Incident Date: 10/20/10,,Incident classroom Location: 12:46,,Please check which TCIS physical restraint was employed:Standing Restraint Seated Restraint Supine Restraint
197,ASSS_RI_11-Part-17,Physical Restraint Documentation Form,10/2019,Start Time: 2:20,2:27 Observers: Participants:,"seated on the bws, He attenpted to 10n from the bus and was spect about when te was supposed off to of be stood",Please check which TCIS physical restraint was employed:Standing Restraint Seated Restraint Supine Restraint
198,ASSS_RI_11-Part-18,Physical Restraint Documentation Form,Incident Date: 10/2/17,Start Time: 11: 15,End Time: 11:25,,Please check which TCIS physical restraint was employed:Standing Restraint Seated Restraint Supine Restraint
199,ASSS_RI_11-Part-19,Physical Restraint Documentation Form,,Incident Location: Hallway,1:35 Observers: Participants:,,Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
200,ASSS_RI_11-Part-2,Physical Restraint Documentation Form,Incident Date: 10/26/2017,AM,Incident Location: 10:45 AM,"in the room and started throwing a chair across the room. then picked the chair back staff up and had threw to restrain it at the window, upset and the window broke. Glass fell onto the entrance of the building and in the classroom. At this time was",Please check which TCIS physical restraint was employed:Standing Restraint Seated Restraint Supine Restraint
201,ASSS_RI_11-Part-20,Physical Restraint Documentation Form,Date: october 16th 2017,,End Time: 11:08,,Please check which TCIS physical restraint was employed:Standing Restraint Seated Restraint Supine Restraint
202,ASSS_RI_11-Part-21,Physical Restraint Documentation Form,10/03/2017,PM,02:26 PM Incident Location;,"Kicking window, kicking door, threatening to punch, pulling hair, grabbing clothes, scratching and kicking staff, staff attempted to talk him out of behavior by reminding hlm of the book he wanted, that he was going home, about cinderella, but he was too far gone. was walked away from the glass windows and doors and brought to the chairs to try and calm him, but he continued to",Please check which TCIS physical restraint was employed:Standing Restraint Seated Restraint Supine Restraint
203,ASSS_RI_11-Part-22,Physical Restraint Documentation Form,10/13/17,HEE 1:20 & 1:30,classroom 1:27 & 1:35 Observers:,"suddenly began making unsafe choices by trying to put things in his nose,climbing the cubbies trying to flip over them, kicking, search for things to put in his nose; So staff got down with him to deflect",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
204,ASSS_RI_11-Part-23,Physical Restraint Documentation Form,10/23/2017,01:15,time out area 01:30 PM,"was in the classroom and he began drawing on himself with dry erase marker. He was asked to stop doing that so he ran around the classroom drawing on himself with any marker, or colored pencil he could find. He went to the time out area and began trying to shove everything in his nose. He attempted to lick the outlet and trying to bite staff's leg. He went into the blue room and",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
205,ASSS_RI_11-Part-24,Physical Restraint Documentation Form,10/24/2017,01:35,time out room area 01:45 PM,"had been taking a break, and he came back to the class and began saying inappropriate things to his friends so he went over to the time out area, Over there he began hitting and kicking, so a restraint was initiated to keep everyone safe, Was a Life Space Interview (LSI) done after the restraint?",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
206,ASSS_RI_11-Part-25,Physical Restraint Documentation Form,10/27/2017,PM,12:40 PM Incident Location:,,Please check which TCIS physical restraint was employed:Standing Restraint Seated Restraint Supine Restraint
207,ASSS_RI_11-Part-26,Physical Restraint Documentation Form,10/27/2017,Start Time: 12:55,End Time: 01:15,"again began putting things up his nose intensity: and being aggressive was towards released staff, and we then deflected put into him another for 5 restraint minutes before because a small he child restraint was initiated due to the increasing instantly kicked and bite staff. He was put into a supine restraint.",Please check which TCIS physical restraint was employed:Standing Restraint Seated Restraint Supine Restraint
208,ASSS_RI_11-Part-3,Physical Restraint Documentation Form,Incident Date: 10/26/2017,PM,End Time: 02:00,"removed furniture from the classroom closet to exit the room through the other side. When teacher went over to the other classroom, grabbed her wrists and physically moved her into the hallway. Teacher stated, ""You will not put your hands on",Please check which TCIS physical restraint was employed:Standing Restraint Seated Restraint Supine Restraint
209,ASSS_RI_11-Part-4,Physical Restraint Documentation Form,Incident Date: 10/26/2017,PM,Incident Location: 02:15 PM,"was throwing chairs, flipping desks/tables, and pushing staff, while trying to find another staff member. At this time staff then had to use a supine restraint.on Was a Life Space Interview (LSI) done after the restraint?",Please check which TCIS physical restraint was employed:Standing Restraint Seated Restraint Supine Restraint
210,ASSS_RI_11-Part-5,Physical Restraint Documentation Form,01:15,01:15,End Time: 01:25,started kicking and hitting staff so staff then had to restraln Was a Life Space Interview (LSI) done after the restraint? Yes,Please check which TCIS physical restraint was employed:Standing Restraint Seated Restraint Supine Restraint
211,ASSS_RI_11-Part-6,Physical Restraint Documentation Form,10/16/2017,PM,Hallway 01:55 PM,"was given instructions in his Cartooning class. He did not like the assignment and asked if he could free-draw. He was told he could not. He became upset, stating, ""I'm not f'ing doing this"". told him he needed to take a break.",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
212,ASSS_RI_11-Part-7,Physical Restraint Documentation Form,10/12/2017,09:10,Hallway 09:20 AM,Three students were having a verbal altercation in the classroom. The other two stopped when directed; icontinued making disparaging,Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
213,ASSS_RI_11-Part-8,Physical Restraint Documentation Form,10/19/2017,08:40,Main hallway 08:50 AM,"was upset in room, walked out and slammed the door. and",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
214,ASSS_RI_11-Part-9,Physical Restraint Documentation Form,10/17/2017,01:30,Time Out Room 01:32 PM,"was working with on a school job. When corrected, he became aggressive and ran into the time out room. He starting banging his head against the window. The floaters were called.",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
215,ASSS_RI_12-Part-1,Physical Restraint Documentation Form,03/13/2018,9:30,time out room 9:40 AM,had been helped to the time out area after becoming unsafe toward herself in P.E. (having climbed onto the stage in the gym and attempting to cut herself with a tape dispenser). While in the timeout area began punching,Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
216,ASSS_RI_12-Part-10,Physical Restraint Documentation Form,3-1-18,1:50,Time-out 1:55 Observers,HAD BEEN SCREAMING THROUGHOUT MATH. HE SWORE AT JUIT ABOUT EVERYONE. Once IN THE TIME-OUT FOYER HE STARTED KICKING AND PONCHING STAFF. HE WAS PUT into A SMALL CHILD,Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
217,ASSS_RI_12-Part-11,Physical Restraint Documentation Form,03/08/2018,Start Time: 10:27,End Time: 10:46,"It was time for yoga and decided to sit in the back of the room and watch, which no one said anything about, them and around the room. yoga Staff went and attempted to suggest a break in the classroom break area. But as soon as and as he",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
218,ASSS_RI_12-Part-12,Physical Restraint Documentation Form,Incident Date: 03/15/2018,AM,End Time: 11:44,"was over in the time out area, when a situation occurred that required his removal from that room. He was brought back",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
219,ASSS_RI_12-Part-13,Physical Restraint Documentation Form,03/22/2018,Start Time: 12:45,classroom 1:05 PM,"was asked to clean up the blocks and in response he took the blocks and made guns and started shooting people, then punched staff. Physical Restraint Documentation Form",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
220,ASSS_RI_12-Part-14,Physical Restraint Documentation Form,3/4/2018,10:55,Time Out rms 11125 Observers:,"work gramp, Refused to participate. Miken nucliple options to have snack, refused. when it was time to move an with the next activity he started to left his deak up when staff GOWIRED ham to take a bhak he told staff to shut up.",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
221,ASSS_RI_12-Part-15,Physical Restraint Documentation Form,,11:05 A.M.,Room 11:30A.M. Observers:,"came into school respuring to work - evertually went back into his cubby. Lobern of was time l or specials be was resispled that Mom made deal with him that Werey day that he because was he safe had to he llan canld get staff, a said prings. that's Coping Da",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
222,ASSS_RI_12-Part-16,Physical Restraint Documentation Form,03/22/2018,Start Time: 9:30am,School hallway 10:10am Observers:,"was in class, he refused to follow directions. He was reminded many of time to follow directions and earn. He was being disruptive to the classroom and other students. He was given choices to take a break. As walking to the timeout room he turned and hit staff in the face. At this time, I",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
223,ASSS_RI_12-Part-17,Physical Restraint Documentation Form,03/09/2018,12:18,End Time: 12:21,was playing legos with some other friends in class and the rules were reviewed with the reminder that if the boys playing started arguing with each other than the legos would be all done. After a few minutes the boys began to argue and the legos were taken away. yelled and threw the lego container across the room. As staff went towards the,Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
224,ASSS_RI_12-Part-18,Physical Restraint Documentation Form,End Time:,8:40,Incident Location: 8:50 AM,"left the classroom after being ""yelled"" at by another student for touching his things and attempted face to into leave the door the building and was stopped by staff. He was walked to the time out room where he began to slam his handle. To keep",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
225,ASSS_RI_12-Part-19,Physical Restraint Documentation Form,03/29/2018,Start Time: 10:45,classroom 11:00 AM,Another student had just thrown a wet paper towel at and he became angry and threw a chair at another student in the room.,Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
226,ASSS_RI_12-Part-2,Physical Restraint Documentation Form,03/15/2017,AM,12:15 PM Observers:,"had been out of control for about ten minutes (attempting to hurt staff, attempting to hurt herself) We were able to get her to the time out room, however had begun attempting to dislodge the ceiling tiles with her shoes. We were forced to enter the time out room and take her shoes, while attempting to do so",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
227,ASSS_RI_12-Part-20,Physical Restraint Documentation Form,03/05/2018,AM,10:35 PM Observers!,"had been crawling on the floor and attempting to be aggressive toward his classmates, after a time with teachers preventing him from doing this, he turned his attention to attempting to attack his teachers. 1 placed in a small child",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
228,ASSS_RI_12-Part-21,Physical Restraint Documentation Form,03/01/2018,PM,1:40 PM Observers:,was able to force me off of the time out room door. In the process of assisting back into the time out room for his safety,Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
229,ASSS_RI_12-Part-22,Physical Restraint Documentation Form,3/8/18,Incident Location:,classroom 9:30 Observers:,,Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
230,ASSS_RI_12-Part-23,Physical Restraint Documentation Form,Start Time,,classroom 140 Observers:,,Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
231,ASSS_RI_12-Part-24,Physical Restraint Documentation Form,3/27/18,Incident Location:,classroom 2:18 Observers:,became upset that he needed to wait his turn to talk work a reminded him of expectations of raising quiet hand it waiting. to Another - shoved,Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
232,ASSS_RI_12-Part-25,Physical Restraint Documentation Form,03/09/2018,9:05 am,Classroom 9:17am Observers:,was on the computer with another student. The other student said he was on an inappropriate site with foul language. then called her hateful racist names and she got very upset. He walked over to her desk and tossed her,Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
233,ASSS_RI_12-Part-26,Physical Restraint Documentation Form,1:50,1:50,Incident Location: 2:04 classroom,"was in the midst of his math assignment. He started to make jokes about autism. not He was asked, instructed, refused to and again directed to stop. then He was chose reminded a student of the to attack behavior verbally. point system screamed and that he at was this peer earning. that he was going to and hit him listen in the to face, our called directions, him a coward, threw a marker at him and then threw his white board at him. Staff intervened",Please check which TCIS physical restraint was employed:Standing Restraint Seated Restraint Supine Restraint
234,ASSS_RI_12-Part-27,Physical Restraint Documentation Form,3/5/18,Start Time: 11:05,Classroom 11:15 Observers:,"was crawling around on the Hoor, attentping to intimidate other students. He attempted to flip a table, and threw a chair.",Please check which TCIS physical restraint was employed:Standing Restraint Seated Restraint Supine Restraint
235,ASSS_RI_12-Part-3,Physical Restraint Documentation Form,03/22/2018,1:35pm,class room 1:45pm Observers:,was upset in the classroom while doing Social Studies. She started to flip a water bottle. She was asked to stop many times. At this time the water bottle was taken from her because she was disrupting the other students. She then got up and walked over the sink to grab other water bottles. She was asked to have a seat or take a break. She chose,Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
236,ASSS_RI_12-Part-4,Physical Restraint Documentation Form,03/22/2018,Start Time: 11:20am,End Time: 11:45am,was upset with a conversation with her teacher. She complained about the other students blaming her for everything. At this time she walked out of the room and tried to leave. Many strategies were employed to keep her calm and safe. She was asked to call mom to calm her down. While on the phone with mom she started biting herself. She,Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
237,ASSS_RI_12-Part-5,Physical Restraint Documentation Form,03/06/2017,2:15,2:30 PM Observers:,was having aggressive behavior in the speech pathologists office. I assisted to the time out room to calm down so that he could get on the bus. After a moment,Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
238,ASSS_RI_12-Part-6,Physical Restraint Documentation Form,03/08/201,1:40,classroom 2:20 PM,had been in crisis on an off for the majority of. the day and had become physically aggressive toward his teachers before getting ready to go home. I placed in a small child restraint to maintain teacher safety.,Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
239,ASSS_RI_12-Part-7,Physical Restraint Documentation Form,03/09/20175,PM,classroom 12:50 PM,,Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
240,ASSS_RI_12-Part-8,Physical Restraint Documentation Form,03/15/2018,12:20,time out room 1:00 PM,"had earned an ""I could have done better"". on his class room expectation sheet and became physically aggressive toward his teachers. We then placed In a small child restraint.",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
241,ASSS_RI_12-Part-9,Physical Restraint Documentation Form,03/20/2018,1:20pm,room 1:35pm Observers:,"was having a hard time in class with science. He was asked to take a break and was reminded to earn. then got langry and grab a pair of scissors. He attempted to hold them up and through them. At this time, he was asked to leave",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
242,ASSS_RI_13-Part-1,Physical Restraint Documentation Form,3/22/18,Start Time: 9:55,End Time: 10:05,,
243,ASSS_RI_13-Part-10,Physical Restraint Documentation Form,4/13/18,8:25,Room - 8:30 Observers:,"tried to throw a chair at staff. pushing & staff , & other furniture. Was a Life Space Interview (LSI) done after the restraint?",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
244,ASSS_RI_13-Part-11,Physical Restraint Documentation Form,4/13/18,Incident Location:,ALE room 8:45 Observers:,"tried to leave the room- stating he was going to run out of building. HewAs Kicking: hitting , punching staff. 4 He tried scratching",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
245,ASSS_RI_13-Part-12,Physical Restraint Documentation Form,4/23/18,Incident Location:,Hallway 1:25 Observers:,was agitated in the hallway. She was refusing to follow her plan.,Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
246,ASSS_RI_13-Part-13,Physical Restraint Documentation Form,Incident Date: 4-13-1B,Incident Location:,11:15 Observers: Participants:,accidently hit another student wth a bin. When talking with who immediately thought he,Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
247,ASSS_RI_13-Part-14,Physical Restraint Documentation Form,Incident Date: 04/23/2018,12:15,classroom 12:35 PM,had become upset after having to come inside from the playground. We reminded to keep his body safe and make safe choices.,Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
248,ASSS_RI_13-Part-15,Physical Restraint Documentation Form,Incident Date: 4/10/18,Incident Location,2: 20 Observers: Participants:,"struggled all day with impulsive behavior - J umping afternoon. up, staff tried to taka him for a walk and he turned attempting to run out of cless. He escalated in the and",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
249,ASSS_RI_13-Part-16,Physical Restraint Documentation Form,11:30,AM,classroom 11:34 AM,"screamed in another classmates face, then tried to run out the door but staff was at the door in preparation. He punched just returned to the classroom after speaking with his father and and came into the room and",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
250,ASSS_RI_13-Part-17,Physical Restraint Documentation Form,04/10/2018,1:20,classroom 1:35 PM,"was playing with legos and he swore and became frustrated because he couldn't put the pieces together, teacher came over to talk to him and said that he needed to be appropriate while playing with the legos or they would be all done. A minute after he was given that message he through legos on the table and so the teacher went back over to him",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
251,ASSS_RI_13-Part-18,Physical Restraint Documentation Form,04/27/2018,AM,9:05 AM Observers:,"came in very tired today. He took over 5 minutes to get off the bus. Once in the class, he was a bit cranky and slow. When finished his morning work, he asked when he was going to speech. We told him that",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
252,ASSS_RI_13-Part-19,Physical Restraint Documentation Form,04/25/2018,10:45,Room 11:15 AM,"became upset following snack when she did not earn a point for behavior because of an argument with a peer. She went and hid in the quiet area without asking a teacher. When another student became upset and also tried going in,",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
253,ASSS_RI_13-Part-2,Physical Restraint Documentation Form,Incident Date: 3/27/18,Start Time: 10:10,End Time: 10:20,,Please check which TCIS physical restraint was employed:Standing Restraint Seated Restraint Supine Restraint
254,ASSS_RI_13-Part-20,Physical Restraint Documentation Form,Incident Date: 04/524/2018,Incident Location:,End Time: 1:10,,
255,ASSS_RI_13-Part-21,Physical Restraint Documentation Form,Incident Date: 04/17/2018,AM,End Time: 10:15,"became upset at ELA when he colored his sheet the wrong way. He started scribbling across his paper. He was offered another sheet. He refused, ripping paper. He then scribbled on his desk and broke crayons into pieces. At this point, the school had",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
256,ASSS_RI_13-Part-22,Physical Restraint Documentation Form,04/26/2018,1:20,Room 1:40 PM,"became upset at PE because he couldn't shoot the basketball in the hoop. He left the gym and walked calmly with to the classroom. Once there, picked up and threw a chair, attempted to tip a desk and",
