,id,doc_type,school_name,date,restraint_type,duration,description
224,SUL_RI_01_Part218,BEHAVIORAL INCIDENT REPORT,Program: 8:1:3 Date of Incident: 11/7/2016Day of the Week:,Program: 8:1:3 Date of Incident: 11/7/2016,Type of Hold:Duration of Hold:Click here to enter text. hr(s) 3 mins min (s)Danger of physical injury to selfRationale for Physical Intervention Used:Danger of physical injury to staff,Click here to enter text. hr(s) 3 mins min (s),Staff was called to the room becausewas agitated and was getting more upset.was asked if he wanted totake a walk and have some time away.swore and made motions at me while posturing. He was given space and
225,SUL_RI_01_Part219,BEHAVIORAL INCIDENT REPORT,Program:STARS Date of Incident: 11/7/2016,STARS Date of Incident: 11/7/2016,Type of Hold:Duration of Hold: Click here to enter text. hr(s) 40 min(s)Danger of physical injury to selfRationale for Physical Intervention Used:Danger of physical injury to staffDanger of physical injury to others,Duration of Hold: Click here to enter text. hr(s) 40 min(s),When it was time to go to our groupsran in the other direction. He tried to run from the room and attempted to getanother student to join him.started hitting and then started to take his clothes off.was going under the
226,SUL_RI_01_Part22,BEHAVIORAL INCIDENT REPORT,Program: STAR Date of Incident:2/11/16Day of Week: Mon.,Program: STAR Date of Incident:2/11/16,Type of hold: Small ChildStanding Hold:2 Person:3 Person:Duration of hold:hr(s). 4min(s).,hr(s). 4min(s).,Hold 1- - Staff was trying to verbally haveto come to the desk to play a game with anotherstudent in the LA group.: was throwing toys out of play area. Whilewas removed
227,SUL_RI_01_Part220,BEHAVIORAL INCIDENT REPORT,Program:STARS,2016,"Type of Hold:Duration of Hold: Click here to enter text. hr(s) standing 1 min, 2 person 2 min(s)Danger of physical injury to selfRationale for Physical Intervention Used:Danger of physical injury to staffDanger of physical injury to others","Duration of Hold: Click here to enter text. hr(s) standing 1 min, 2 person 2 min(s)","He became agitated during Group OT (unknown reason), chilled in corner of room for a little while and then stormed outof classroom, attempting to hide in his locker.Your Actions:I ignored him for a period of time while in corner of room while keeping an eye on him. When he bolted out the door I foundhim trying to sit in his locker. He began swearing and using provocative language and guestures. I encouraged him to"
228,SUL_RI_01_Part221,BEHAVIORAL INCIDENT REPORT,Program:WSS - Special Education Date of Incident: 11/7/2016,WSS - Special Education Date of Incident: 11/7/2016,Type of Hold:Duration of Hold: Click here to enter text. hr(s) 5 min(s)Danger of physical injury to selfRationale for Physical Intervention Used:Danger of physical injury to staffDanger of physical injury to others,Duration of Hold: Click here to enter text. hr(s) 5 min(s),Student had difficulties transitioning from the lunch time movie to his counseling session. He quickly became upset andstartedtocrawlon the floor and wander the classroom. He attempted to leave the room and began throwing toys at staff.
229,SUL_RI_01_Part222,BEHAVIORAL INCIDENT REPORT,Program: WSS Date of Incident: 11/15/16Day of Week: Mon.,Program: WSS Date of Incident: 11/15/16,Type of hold: Small ChildStanding Hold:2 Person:3 Person:Duration of hold: Ohr(s). (total) 3min(s).Rationale for physical intervention used:,Duration of hold: Ohr(s). (total) 3min(s).,":ame into the classroom seeming calm, after sitting at her desk, she pushed it over, andused several curse words. I was able to verbally deescalate, and we picked her desk up together.Within minutes she was cursing again and said she was going to ""run out of the room"" as sheproceeded to try to leave, I blocked her. At that time she decided to lay down on the floor. Iignored problem behavior, and she tried to strip. I blocked her from stripping and helped her sit"
230,SUL_RI_01_Part223,BEHAVIORAL INCIDENT REPORT,Program: WSS Date of Incident: 11/15/16Day of Week: Mon.,Program: WSS Date of Incident: 11/15/16,Type of hold: Small ChildStanding Hold:2 Person:3 Person:Duration of hold: Ohr(s). 2min(s).Rationale for physical intervention used:,Duration of hold: Ohr(s). 2min(s).,"During science, thepulled another students hair hard. After blocked,1 hitBrianna and spit as well.l was put in hold for two minutes. Once calm,"
231,SUL_RI_01_Part224,BEHAVIORAL INCIDENT REPORT,Program: WSS Date of Incident: 11/15/16Day of Week: Mon.,Program: WSS Date of Incident: 11/15/16,Type of hold: Small ChildStanding Hold:2 Person:3 Person:Duration of hold: Ohr(s). 4 min(s).Rationale for physical intervention used:,Duration of hold: Ohr(s). 4 min(s).,"During this incident,\ threw markers across the room, spitting, threatening the staff, andputting objects in her mouth. We verbally redirected these behaviors. While the staff memberwas talking toshe reached out and pulled her hair."
232,SUL_RI_01_Part225,,Program:WSS- Special Ed Date of Incident: 11/10/2016,WSS- Special Ed Date of Incident: 11/10/2016,Type of Hold:Duration of Hold:Click here to enter text.hr(s) 3 min(s)Danger of physical injury to selfRationale for Physical-Intervention Used:,Click here to enter text.,"It was time for student to transition to math. Student ran out of the classroom and down the hall. He ran into the cafeteria back towards thechorus area. He jumped from chair to chair. He attempted to flip over a divider. Student hit and kicked Victim C when in close proximity.Student was redirected to the school nurse. Student hit other staff in the hallway and attempted to kick staff again. While in the nurse's office,studenttried"
233,SUL_RI_01_Part226,BEHAVIORAL INCIDENT REPORT,Program: WSS- Special Ed Date of Incident: 11/10/2016Day of the Week:,Program: WSS- Special Ed Date of Incident: 11/10/2016,Type of Hold:Duration of Hold:Click here to enter text.hr(s) 5 min(s)Danger of physical injury to selfRationale for Physical Intervention Used:,Click here to enter text.,Studentwasinthetime away area from a previous incident in the classroom. Student was calm and sitting on the floor. Student was
234,SUL_RI_01_Part227,BEHAVIORAL INCIDENT REPORT,Program: Art Date of Incident: 11/10/16Day of Week: Mon.,Program: Art Date of Incident: 11/10/16,Type of hold: Small ChildStanding Hold:2 Person:3 Person:Duration of hold: Ohr(s). 6min(s).Rationale for physical intervention used:,Duration of hold: Ohr(s). 6min(s).,"wanted a purple ticket and got upset when he didn't get one. Threw binders climb on table tokick at staff and materials off.was taken off the table and continued to hit at staff.Your actions:Placed in HWC-Small Child Hold. Switched with CLK. Fighting, kicking, attempting to bit,"
235,SUL_RI_01_Part228,BEHAVIORAL INCIDENT REPORT,Program: SPARC Date of Incident: 11/3/16Day of Week: Mon.,Program: SPARC Date of Incident: 11/3/16,Type of hold: Small ChildStanding Hold:2 Person:3 Person:Duration of hold:hr(s). 2min(s).,hr(s). 2min(s).,"was doing school work this afternoon and another student sat next to him. He poked theother student with a pencil. When questioned, he said he did not want the student next to himsothe other student moved over a seat.then went under the table and refused to talk to"
236,SUL_RI_01_Part229,BEHAVIORAL INCIDENT REPORT,Program: SPARC Date of Incident: 11/3/16Day of Week: Mon.,Program: SPARC Date of Incident: 11/3/16,Type of hold: Small ChildStanding Hold:2 Person:3 Person:Duration of hold:hr(s). 2min(s).,hr(s). 2min(s).,"id not want to complete his math work so he ran away from his desk. He continued torun around the room, distracting the other student's. He tried to run out of the classroom andmade it into the hallway before he was stopped by staff. He was escorted to the break area wherehe began screaming ""This is stupid. This school is so stupid."" He was told that he had to be safefor three minutes in the break area. He did not like that answer and screamed as he began to kick"
237,SUL_RI_01_Part23,BEHAVIORAL INCIDENT REPORT,Program:Special Education Date of Incident: 2/11/2016,Special Education Date of Incident: 2/11/2016,Type of Hold:Standing Hold2 Person3 PersonDuration of Hold:0,0,was working on his gymnastics routine with an aide. The aide turned to answer a question of another student andhe ran out of the gymnasium into the hall.Your Actions:I ran behindind escorted him back into the gymnasium. I put
238,SUL_RI_01_Part230,BEHAVIORAL INCIDENT REPORT,Program:SPARC Date of Incident: 11/3/16Day of Week: Mon.,Program:SPARC Date of Incident: 11/3/16,Type of hold: Small ChildStanding Hold:2 Person:3 Person:Duration of hold:hr(s). 2min(s).,hr(s). 2min(s).,"brought in a plastic doll, but it was another student's toy. The student had given her thedoll on the bus, but it was returned to the student this morning. This madescalate toscreaming and crying. She took off her shoes, threw them across the classroom and beganknocking over chairs. She tried to throw some chairs and was helped into our break area. She"
239,SUL_RI_01_Part231,BEHAVIORAL INCIDENT REPORT,Program: WSS - General Education Date of Incident: 11/14/2016Day of the Week:,Program: WSS - General Education Date of Incident: 11/14/2016,Type of Hold:Duration of Hold: Click here to enter text. hr(s) 3 min(s)Danger of physical injury to selfRationale for Physical Intervention Used:Danger of physical injury to staffDanger of physical injury to others,Duration of Hold: Click here to enter text. hr(s) 3 min(s),was utilizing the classroom break area when Jillian J. arrived to assist with de-escalation.:picked up a chairand Jillian J. stabilized and removed the chair from thepossession
240,SUL_RI_01_Part232,BEHAVIORAL INCIDENT REPORT,Program:8:1:1 Date of Incident: 11/8/2016Day of Week: Mon.,Program:8:1:1 Date of Incident: 11/8/2016,Type of hold: Small ChildStanding Hold:2 Person:3 Person:Duration of hold:hr(s). 5min(s).,hr(s). 5min(s).,was asked to complete his homework since he didn't do it the night before.refused to do the work.climbed under the table and stayed there. When he came out hesat down and was offered help if he wanted it.started arguing over the work.
241,SUL_RI_01_Part233,BEHAVIORAL INCIDENT REPORT,Program: WSS - Special Education Date of Incident: 11/10/2016Day of the Week:,Program: WSS - Special Education Date of Incident: 11/10/2016,Type of Hold:Duration of Hold:Click here to enter text. hr(s) 3 min(s)Danger of physical injury to selfRationale for Physical Intervention Used:Danger of physical injury to staff,Click here to enter text. hr(s) 3 min(s),"Student was refusing to leave the gym after his class left. He was beginning to pull tape off the floor and disrupt the nextclass. He was removed from the gym to the ALC break room. He immediately became aggressive (hitting, pushing, kicking,and pushing staff.. He was placed in a small child hold for up to 1 minute and a PRT hold for 2 minutes until he was calm.He remained in a break area for 12 minutes until he came up with a plan to get back to class. He was out of programfor"
242,SUL_RI_01_Part234,BEHAVIORAL INCIDENT REPORT,Program:WSS - General Education Date of Incident: 11/9/2016,WSS - General Education Date of Incident: 11/9/2016,Type of Hold:Standing Hold2 Person3 PersonDuration of Hold: Click here to enter text. hr(s) 30 seconds min(s)Rationale for Physical Intervention Used:,Duration of Hold: Click here to enter text. hr(s) 30 seconds min(s),"Student was being redirected back to class using distraction techniques. Student was demanding to go to another locationand the Nurse's office. Student eloped out of the building and when redirected back in the building, she eloped towardsanother location within the building. While being verbally redirected back to class. Student demanded to see the Nurse totakeher"
243,SUL_RI_01_Part235,BEHAVIORAL INCIDENT REPORT,Program:WSS General Education SPARC Date of Incident: 11/3/2016,WSS General Education SPARC Date of Incident: 11/3/2016,"Type of Hold:Duration of Hold: Click here to enter text. hr(s) 2,2,3 min(s)Rationale for Physical Intervention Used:Danger of physical injury to selfDanger of physical injury to staffDanger of physical injury to others","Duration of Hold: Click here to enter text. hr(s) 2,2,3 min(s)","ALCstaff were called to deescalate Student because she was upset about not having another students' toy. She began to hit,kick, and push staff. Student began to throw materials in the Nurse's office and other student's lockers. She began to biteand punch Victim B and C. She was placed in 2 standing holds for up to 2 minutes each until she calmeddown."
244,SUL_RI_01_Part236,BEHAVIORAL INCIDENT REPORT,Program: Special Ed Date of Incident: 11/14/2016Day of Week: Mon.,Program: Special Ed Date of Incident: 11/14/2016,Type of hold: Small ChildStanding Hold:2 Person:3 Person:Duration of hold:hr(s). 2min(s).,hr(s). 2min(s).,"at 2 students in the classroom. He became aggressive and went after thestudents but Mr. Stickler prevented him from hitting the students.kicked staff and wastaken out of the classroom and into the hallway to avoid another confrontation. He was givenover 20 minutes to calm in the hallway but continued saying ""Kill. kill, kill"" over and over."
245,SUL_RI_01_Part237,BEHAVIORAL INCIDENT REPORT.,Program:WSS SPED Date of Incident: 11/18/2016,WSS SPED Date of Incident: 11/18/2016,Type of Hold:Duration of Hold:0hr(s) 5 min(s)Rationale for Physical Intervention Used:Danger of physical injury to self,0,"became upset when he was returning to Mrs. C's classroom from a visit at Ms. K's room. He didn't want to doofficetime.He was offered play doh in the place of the workbook. He started yelling, swinging at staff and demanded to go to thealternative learning center. He walked with staff and on arrival to the room he started hitting, kicking, and spitting at staff,"
246,SUL_RI_01_Part238,BEHAVIORAL INCIDENT REPORT,Program:WSS SPED Date of Incident: 11/19/2016,WSS SPED Date of Incident: 11/19/2016,Type of Hold:Duration of Hold:ohr(s) 5 min(s)Danger of physical injury to selfRationale for Physical Intervention Used:,o,"became upset when he was returning to Mrs. C's classroom from a visit at Ms. K's room. He didn't want to doofficetime.He was offered play doh in the place of the workbook. He started yelling, swinging at staff and demanded to go to thealternative learning center. He walked with staff and on arrival to the room he started hitting, kicking, and spitting at staff,"
247,SUL_RI_01_Part239,BEHAVIORAL INCIDENT REPORT,Program:Stars Date of Incident: 11/16/2016,Stars Date of Incident: 11/16/2016,Type of Hold:Duration of Hold: Click here to enter text. nr(s) 2 min(s)Rationale for Physical Intervention Used:Danger of physical injury to selfDanger of physical injury to staffDanger of physical injury to others,Duration of Hold: Click here to enter text. nr(s) 2 min(s),was directed to not jump over the cones in the gym. She kept doing it. I tried blocking her to stop and tell her to notdo it she started pushing into me and pinching me. Also staff directed her to go to her number because she wasn't safe onthe scooter and was told to pick up the scooter and put it away. Didn't follow directions again. She started hitting me.Your Actions:I was blocking
248,SUL_RI_01_Part24,BEHAVIORAL INCIDENT REPORT,Program:White Sulphur Springs Date of Incident: 2/9/2016,White Sulphur Springs Date of Incident: 2/9/2016,Type of Hold:Duration of Hold: 10 mins hr(s) Click here to enter text. min(s)Danger of physical injury to selfRationale for Physical Intervention Used:Danger of physical injury to staffDanger of physical injury to others,Duration of Hold: 10 mins hr(s) Click here to enter text. min(s),ALC was called to the A wing for assistance with a student.was in the hallway and tried to bolt from us. We keptproximity and tried to calm her down. Her behavior escalated and she began to hit and kick staff and well as try to runfrom the area.Your Actions:
249,SUL_RI_01_Part240,BEHAVIORAL INCIDENT REPORT,Program:Special Education - WSS Date of Incident: 11/16/2016,Special Education - WSS Date of Incident: 11/16/2016,Type of Hold:Duration of Hold: Click here to enter text. hr(s) 3 min(s)Danger of physical injury to selfRationale for Physical Intervention Used:Danger of physical injury to staffDanger of physical injury to others,Duration of Hold: Click here to enter text. hr(s) 3 min(s),"was removed from gym class due to unsafe behaviors - hitting, kicking, screaming, cursing, and pushing staff. Hewas redirected into a break area in the ALC room where his behaviors continued and increased. He was placed in astanding hold for 3 minutes until he calmed down. Once1was calm, he came up with a plan and returned to"
250,SUL_RI_01_Part241,BEHAVIORAL INCIDENT REPORT,Program:STARS Date of Incident: 2016,STARS Date of Incident: 2016,Type of Hold:Duration of Hold: Click here to enter text. hr(s) 3 min(s)Rationale for Physical Intervention Used:Danger of physical injury to selfDanger of physical injury to staffDanger of physical injury to others,Duration of Hold: Click here to enter text. hr(s) 3 min(s),Hesawthat the IPAD that he had been using prior to music class was given to another child in classroom to use. He beganbanging his desk and climbing on his chair.Your Actions:
251,SUL_RI_01_Part242,BEHAVIORAL INCIDENT REPORT,Program:Special Ed. STAR Date of Incident: 11/28/2016,Special Ed. STAR Date of Incident: 11/28/2016,"Type of Hold:Standing Hold2 Person3 PersonDuration of Hold: 7 min. sitting, 8 min. 2. Person prone hr(s) 2 standing, 4 seated min(s)Rationale for Physical Intervention Used:","Duration of Hold: 7 min. sitting, 8 min. 2. Person prone hr(s) 2 standing, 4 seated min(s)",It was time to transition to the group table for social skills/counseling group.did not want to join the group. Hestayed in the play area. I asked him to come to the table to sit with the class. He refused. The counselor began to discuss theday'slesson.
252,SUL_RI_01_Part243,BEHAVIORAL INCIDENT REPORT,Program: Special Ed. Date of Incident: 11/17/16Day of Week: Mon.,Program: Special Ed. Date of Incident: 11/17/16,Type of hold: Small ChildStanding Hold:2 Person:3 Person:Duration of hold:hr(s). 2min(s).,hr(s). 2min(s).,"had an incident during PE. He was unsafe and threw chairs. One chair hurt a staff member.He refused to calm himself in the Cafeteria/Chorus space. He stomped to ALC. He knocked overchairs upon arrival. He refused to follow directions, began cursing and knocked two more chairsover. Next, he tried to run out of the room. He began to fall as his foot got caught in between achair."
253,SUL_RI_01_Part244,BEHAVIORAL INCIDENT REPORT,Program:WSS SPED Date of Incident: 11/22/2016,WSS SPED Date of Incident: 11/22/2016,Type of Hold:Duration of Hold:ohr(s) 1 min(s)Rationale for Physical Intervention Used:Danger of physical injury to self,o,"got off the bus came in the building and clearly was upset I tried to get him to talk to me about it. He kept running fromme, he jumped on the chairs, he jumped off chairs trying to jump to the secretary desk, and he then threw his book bag atanother student.Your Actions:I tried to explain to how unsafe it was to jump on chairs and throw things in the halls. I placed him in standing hold for"
254,SUL_RI_01_Part245,BEHAVIORAL INCIDENT REPORT,Program: SPARC Date of Incident: 11/18/16Day of Week: Mon.,Program: SPARC Date of Incident: 11/18/16,Type of hold: Small ChildStanding Hold:2 Person:3 Person:Duration of hold:hr(s). 2min(s).,hr(s). 2min(s).,"wanted to be the line leader on the way back to class from Gym. He was told that it wasnot his leader day. He was not happy about it, but walked about half way back to the room beforedropping onto the floor and refusing to move. He was told by staff that he needed to stand up orhe would be carried back. He refused to make a choice after a few minutes of waiting and wascarried back to the classroom. He was placed in the break area and told that he needed to be safe"
255,SUL_RI_01_Part246,BEHAVIORAL INCIDENT REPORT,Program: SPARC Date of Incident: 11/16/16Day of Week: Mon.,Program: SPARC Date of Incident: 11/16/16,Type of hold: Small ChildStanding Hold:2 Person:3 Person:Duration of hold:hr(s). 3min(s).,hr(s). 3min(s).,"did not want to complete any work so he ran away from his desk and tried to run out ofthe room. He was escorted to the break area where he began screaming ""This is stupid. You're adumb nerd. You're all dumb nerds. I hate this school."" He was told that he had to be safe forthree minutes in order to leave the break area. He punched staff in the stomach twice and wasplaced in a corner hold. The hold lasted until he could be safe, which was about three minutes."
256,SUL_RI_01_Part247,BEHAVIORAL INCIDENT REPORT,Program: Wss- special education Date of Incident 11-16-16Day of Week: Mon.,,Type of hold: Small ChildStanding Hold:2 Person:3 Person:Duration of hold: Ohr(s). 7min(s).Rationale for physical intervention used:,Duration of hold: Ohr(s). 7min(s).,"He had a hard time transitioning from counselingYour actions:Whenre-entered the classroom, he was upset that he couldn't find his lego man. The lasttime we saw the particular piece was on his last day in school which was Thursday 11-10-16. I"
257,SUL_RI_01_Part248,BEHAVIORAL INCIDENT REPORT,Program:WSS- Special Ed Date of Incident: 11/17/2016,WSS- Special Ed Date of Incident: 11/17/2016,Type of Hold:Duration of Hold: Click here to enter text. hr(s) 9 min(s)Danger of physical injury to selfRationale for Physical Intervention Used:Danger of physical injury to staffDanger of physical injury to others,Duration of Hold: Click here to enter text. hr(s) 9 min(s),"Student was displaying unsafe behaviors in the gym, which included hitting and kicking. Student was redirected to ALC.While in ALC, student cried because he wanted an 80. He continuously ran out of the area and was redirected back.Student hit, bite and kicked Courtney Lyons-King. Student was placed in a small child hold which progressed into a 2person PRT with assistance from J. Jonas. The hold lasted approximately 9 minutes. When released, student stayed in hisarea and refused to transition back to class. Student was in ALC for 2.5 hours and then transitioned back to class."
258,SUL_RI_01_Part249,BEHAVIORAL INCIDENT REPORT,Program:WSS-Special Ed Date of Incident: 11/16/2016,WSS-Special Ed Date of Incident: 11/16/2016,"Type of Hold:Duration of Hold:Click here to enter text. hr(s) 3,3,3 min(s)Rationale for Physical Intervention Used:Danger of physical injury to selfDanger of physical injury to staff","Click here to enter text. hr(s) 3,3,3 min(s)","began negative behavior upon arrival. She entered classroom, went to desk and began throwing items around room. Students wereevacuated to the cafeteria for their safety. She was put in small child hold for 3 minutes (Cindy Anthor). She stated ""fuck you bitch, I hopeyoudietonight."
259,SUL_RI_01_Part25,BEHAVIORAL INCIDENT REPORT,Program: STAR Date of Incident:2/11/16Day of Week: Mon.,Program: STAR Date of Incident:2/11/16,Type of hold: Small ChildStanding Hold:2 Person:3 Person:Duration of hold:hr(s). 3min(s).,hr(s). 3min(s).,"wanted to download a game on iPad and it was denied and started to crawling under deskand throwing thing, running in room.Your actions:What did you tell the child about the behaviorWhat did you do to help the child meet the"
260,SUL_RI_01_Part250,BEHAVIORAL INCIDENT REPORT,Program:WSS-Special Ed Date of Incident: 11/16/2016,WSS-Special Ed Date of Incident: 11/16/2016,Type of Hold:Duration of Hold:Click here to enter text.hr(s) 12 min(s)Rationale for Physical Intervention Used:Danger of physical injury to self,Click here to enter text.,"Student was asked to sit in a chair. She began running around the room. She went over to another student and yelled ""Shut up asshole"", ""Ihope you dies"" and ""Fuck you bitch, shut up bitch"". She began throwing things around the room and at staff. She stated that ""I will kill youwithanknife"". She grabbed a staff member and began banging her head into the staff. Student was placed in a small child hold for"
261,SUL_RI_01_Part251,BEHAVIORAL INCIDENT REPORT,Program:WSS SPED Date of Incident: 11/22/2016,WSS SPED Date of Incident: 11/22/2016,Type of Hold:Standing Hold2 Person3 PersonDuration of Hold: 0 hr (s) 2 min(s)Rationale for Physical Intervention Used:,Duration of Hold: 0 hr (s) 2 min(s),"was screaming and yelling, she was hitting, kicking and scratching staff.was banging her head on the walls inthe Alternative learning center as well as scratching herself on arms and face.stated many times she will bring aknife to school and kill everyone.."
262,SUL_RI_01_Part252,BEHAVIORAL INCIDENT REPORT,Program:WSS-Special Ed Date of Incident: 11/17/2016,WSS-Special Ed Date of Incident: 11/17/2016,Type of Hold:Duration of Hold: Click here to enter text. hr(s) 2 min(s)Rationale for Physical Intervention Used:Danger of physical injury to selfDanger of physical injury to staffDanger of physical injury to others,Duration of Hold: Click here to enter text. hr(s) 2 min(s),Student was asked to sit in her seat to be called for lunch. Student engaged in property destruction of throwing materialson the ground. She hit and scratched staff. We provided her with space and she continued to aggress towards staff. C.Lyons-King placed student in a small child hold for approximately 2 minutes. Staff released hold and student was able toclean up her mess and sat at her desk. She soon ate her lunch.Your Actions:
263,SUL_RI_01_Part253,BEHAVIORAL INCIDENT REPORT,Program: SPARC Date of Incident: 11/17/16Day of Week: Mon.,Program: SPARC Date of Incident: 11/17/16,Type of hold: Small ChildStanding Hold:2 Person:3 Person:Duration of hold:hr(s). 1min(s).,hr(s). 1min(s).,"was not being unsafe with the Gym equipment and tried to run out of the Gym. He wasgiven two previous warnings, but when confronted again, he began to kick the staff member. Hewas taken to ALC where he pinched and kicked staff. He was placed in a corner hold for aboutone minute, until he calmed enough to be safe. He was released and ALC staff took over fromthere."
264,SUL_RI_01_Part254,BEHAVIORAL INCIDENT REPORT,Program: SPARC Date of Incident: 11/17/16Day of Week: Mon.,Program: SPARC Date of Incident: 11/17/16,Type of hold: Small ChildStanding Hold:2 Person:3 Person:Duration of hold:hr(s). 1min(s).,hr(s). 1min(s).,"was playing in the Gym and when the balloon he was playing with did not do what hewanted, he immediately dropped to the floor. He threw the racket he was using and refused tofollow directions. When he was asked to move to a safe location towards the side of the gym, hestood up and ran away from staff. He continuously moved between the gym and the cafeteria bycrawling under the dividers. When he was stopped by the staff member, he began hitting and"
265,SUL_RI_01_Part255,BEHAVIORAL INCIDENT REPORT,Program: SPARC Date of Incident: 11/17/16Day of Week: Mon.,Program: SPARC Date of Incident: 11/17/16,Type of hold: Small ChildStanding Hold:2 Person:3 Person:Duration of hold:hr(s). 3min(s).,hr(s). 3min(s).,"did not want to participate in any class work so he moved around the classroomdisrupting other students and antagonizing one student in particular. When he was asked to gethis work done, he was told the choices were to do work or sit in the break area. He refused to doeither and instead made faces at staff and the other students while calling them names using badlanguage. He was then helped to the break area. He threatened to punch staff in the face and then"
266,SUL_RI_01_Part256,BEHAVIORAL INCIDENT REPORT,Program: SPARC Date of Incident: 11/16/16Day of Week: Mon.,Program: SPARC Date of Incident: 11/16/16,Type of hold: Small ChildStanding Hold:2 Person:3 Person:Duration of hold:hr(s). 4min(s).,hr(s). 4min(s).,"was enjoying free time on the computer, but the game did not go like he wanted. He threwthe headphones down and was given a warning that if he could not use the computer correctlythat he would not be allowed to use it. He then punched the monitor and was told no morecomputer time. He proceeded to try and use the computer, crawl on furniture, and hit staff. Hewas stopped and helped to the break area where he started to punch and kick staff. He also"
267,SUL_RI_01_Part257,,Program:WSS S-Special Ed Date of Incident: 11/16/2016,WSS S-Special Ed Date of Incident: 11/16/2016,Type of Hold:Duration of Hold: Click here to enter text. hr(s) 4 min(s)Danger of physical injury to selfRationale for Physical Intervention Used:Danger of physical injury to staffDanger of physical injury to others,Duration of Hold: Click here to enter text. hr(s) 4 min(s),"Student was screaming, banging wall on the bus with her pants down as the bus pulled into WSS. Student refused totransition from the bus. She hit and kicked staff that came into close proximity to her. Staff attempted to distract,reinforce appropriate behaviors and prompted her to pull up her pants. Physical aggression continued. Student had to beescorted off the bus. Student flopped on the sidewalk and refused to transition into school. Negative behaviors wereignored. Student stood up and tried to run away. Student was escorted into school and to ALC. Student was prompted to"
268,SUL_RI_01_Part258,BEHAVIORAL INCIDENT REPORT,Program:WSS - Special Ed Date of Incident: 11/16/2016,WSS - Special Ed Date of Incident: 11/16/2016,Type of Hold:Standing Hold2 Person3 PersonDuration of Hold:Click here to enter text.,Click here to enter text.,Student had difficulty transitioning to the bus. She displayed physical aggression towards peers on the bus. Studentflopped in the aisle and was banging her hands on the floor. Staff attempted to redirect student to sit in a seat severaltimes. Her behaviors were escalating other students behaviors on the bus. Principal attempted to use physical prompts forher to sit in the seat.began to flailing her body and hitting staff. Student was removed from the bus because she
269,SUL_RI_01_Part259,BEHAVIORAL INCIDENT REPORT,Program:WSS- Special Ed Date of Incident: 11/29/2016,WSS- Special Ed Date of Incident: 11/29/2016,"Type of Hold:Duration of Hold: Click here to enter text. hr(s) 4, 2 min(s)Rationale for Physical Intervention Used:Danger of physical injury to selfDanger of physical injury to staffDanger of physical injury to others","Duration of Hold: Click here to enter text. hr(s) 4, 2 min(s)","Student was disruptive and upset on the bus during arrival. There was a bus drill at the other campus. While on the bus, student refused tocome off the bus and engaged in physical aggression towards Victim B when redirected off (hitting and kicking)was provided withtime and still refused to come off the bus. He continued to display physical aggression when redirected off. Student was escorted off the bus.His physical aggression continued on the sideway and in the hallways. He attempted to aggress towards other students and staff that were in"
270,SUL_RI_01_Part26,BEHAVIORAL INCIDENT REPORT,Program:White Sulphur Springs Special Education Date of Incident: 2/17/2016,White Sulphur Springs Special Education Date of Incident: 2/17/2016,"Type of Hold:Standing Hold2 Person3 PersonDuration of Hold:Click here to enter text. hr (s) 3,3 min(s)","Click here to enter text. hr (s) 3,3 min(s)",Student became violent with staff and was put into a small child hold by staff. Student then started to hit his head againstthe staff in the hold and was moved from a sitting hold to a PRT.Your Actions:I was the lead person in the restraint. Child was seen by school nurse. Step father contacted ALC and he was notified of theincidents and the holds. Teacher will be contacting students mother.
271,SUL_RI_01_Part260,BEHAVIORAL INCIDENT REPORT,Program.wss-special ed. Date of Incident: 11/30/16Day of Week: Mon.,Program.wss-special ed. Date of Incident: 11/30/16,Type of hold: Small ChildStanding Hold:2 Person:3 Person:Duration of hold:hr(s). 7min(s).,hr(s). 7min(s).,"was refusing to go to lunch and was requesting to stay in the classroom and spend time-on the computer. When the request was denied that it was not computer time, he began to throwbooks around the room sometimes directly at staff. At this point,was again reminded"
272,SUL_RI_01_Part261,BEHAVIORAL INCIDENT REPORT,Program:Wss - Special Ed Date of Incident: 11/30/2016,Wss - Special Ed Date of Incident: 11/30/2016,Type of Hold:Duration of Hold:Click here to enter text. hr(s) 10 min(s)Rationale for Physical Intervention Used:Danger of physical injury to selfDanger of physical injury to staff,Click here to enter text. hr(s) 10 min(s),At approximately 2:30pm-student had previously been removed from the bus and there was a previous HWC. Studentcontinuously came out of area. Verbal redirection was used. Student ignore verbal redirection. He climbed on top of heatand began growling at staff. He was verbally redirected. Student continued to growl and became aggressive towardsstaffhitting and kicking. Courtney Lyons-King and MaryLou Vernooy used a PRT secondary for approximately 10 minutes.
273,SUL_RI_01_Part262,BEHAVIORAL INCIDENT REPORT,Program:8:1:1 Date of Incident: 11/22/2016Day of Week: Mon.,Program:8:1:1 Date of Incident: 11/22/2016,Type of hold: Small ChildStanding Hold:2 Person:3 Person:Duration of hold:hr(s). 10 min(s).,hr(s). 10 min(s).,"was asked to come over to my table to cut out his Pilgrim's hat.rolled off hisseat, crawled over to his desk and sat under it. Whencame out from under the desk, hepicked up a book and threw it at another student."
