,id,doc_type,date,start_time,end_time,description,student_id
334,ASSS_SI_09_Part1,Time Out Room Log,Time entered:,Time exited:,1/11/2018,staff askedto sit in his seat at lunch.began,
335,ASSS_SI_09_Part10,Time Out Room Log,1/3/18,8:20,Time exited: 8.55,,
336,ASSS_SI_09_Part11,Time Out Room Log,1/8/18,1:20,Time exited: 1:30,came back fromart and was directed towalk quietly inhall She began to sweart makeinappropriate sexual comments,
337,ASSS_SI_09_Part12,Time Out Room Log,Date: 1-2-18,11:15 arm,Time exited: 12:15pm,chart.Behavior during time out:Behavior upon exiting:,
338,ASSS_SI_09_Part13,Time Out Room Log,1-2-18,Time entered: 12:17 pm,12:25pm,Practicing skills . Walking to T.O. asfor students (self- created v/ 'teachasport)Behavior during time out,
339,ASSS_SI_09_Part14,Time Out Room Log,1-8-18,Time entered: 8:50,9:10,didn't want to He Fligped his Disk.was directed to theTime out Room.,
340,ASSS_SI_09_Part15,Time Out Room Log,1-8-18,9:20,9:30,was putt picking up his desk q other item s.OF F the Floor A peer said something tothrew his snack,
341,ASSS_SI_09_Part16,Time Out Room Log,Date: 1-8-18,9:55,10115,was Finishing up his Math Staf p walked overto write his chick for PBIS & took the Envelop And hit astaff Just missing her eye.,
342,ASSS_SI_09_Part17,Time Out Room Log,1-8-18,Time exited:,Date:,to line up. Aslined uphe Began to get upset make noisis,
343,ASSS_SI_09_Part18,Time Out Room Log,Date: 1-9-18,Time entered: 9 am,Time exited: 9115,,
344,ASSS_SI_09_Part19,Time Out Room Log,Date: 1/12/19,Time exited:,Date: 1/12/19,lost. HE got upset. he was reminded about ta Kiny a break. peerfPlaying,
345,ASSS_SI_09_Part2,Time Out Room Log,Date: 1/11/2018,Time exited:,1:45,Staff askedto sit down.swore at staff. Teacher,
346,ASSS_SI_09_Part20,Time Out Room Log,Date: 24-18,Time entered: 9:50,Time exited: 10:35,"was asked to fill out his feelings chart: He began to Kick hisdesk, and then picked up his disk. His books and papers fell tothe floor. staff directed students to T.O. (used preximity)",
347,ASSS_SI_09_Part21,Time Out Room Log,Date: 1-24-18,Time entered: 1:20,Time exited: 2:00,"student was asked to sit at his desk, because he wasanother students chair.Behavior during time out:",
348,ASSS_SI_09_Part22,Time Out Room Log,1230,Date:,Time exited: 1:10,andwere verbally sparing andwas tounting,
349,ASSS_SI_09_Part23,Time Out Room Log,1:21,Date:,Time exited: 2:00,"would NFD, swearing at staff and thestudents in PE, Became totally disrespitul toand",
350,ASSS_SI_09_Part24,Time Out Room Log,1-3-17,Time entered: 9:10,9:30,was inla/k to the door to putnedPassed,
351,ASSS_SI_09_Part25,Time Out Room Log,1-3-17,Time exited:,Date:,left the computer Room & started runny aroundtwas swearing at peers in the hallways.ran throng n,
352,ASSS_SI_09_Part26,Time Out Room Log,1-10-18,Time entered: 8:47,Time exited: 9:05,Behavior during time out:Behavior upon exiting:calm,
353,ASSS_SI_09_Part27,Time Out Room Log,Date: 1-25-18,Time entered: 10:35,Time exited: 11:30,Spelling quiz was administeredBehavion during time out:Behavior upon exiting:,
354,ASSS_SI_09_Part28,Time Out Room Log,1-25-18,1:10 pm,Time exited: 2:30,takingturns at social StudiesBehavior during time outBehavior upon exiting:,
355,ASSS_SI_09_Part29,Time Out Room Log,1-31-18,Time entered: 11:55 an,12:10 pn,elopement from cafeteriaBehavior during time out:Behavior upon exiting:,
356,ASSS_SI_09_Part3,Time Out Room Log,Date: 1/22/18,Time exited:,Date: 1/22/18,"stop talking English about football. Student asked to go lieregarding art (throughout class). Students were askeddown , teacher asked student to complete work. Student began",
357,ASSS_SI_09_Part30,Time Out Room Log,Date: 1-31-18,Time entered: 1:13,Staff person supervising student during tîme out:,Restraint due to unsade physical action(pushing againstBehavior during time out:,
358,ASSS_SI_09_Part31,Time Out Room Log,1/9/18,10:35,Date:,refused work - escalatedtaken to quiet place escalatedthere,
359,ASSS_SI_09_Part32,Time Out Room Log,,,,"Was as Red to stop anging while duringhis work. He said he wasn't singing ""bu + continuedtosing",
360,ASSS_SI_09_Part33,Time Out Room Log,Date: 1/3/18,,Date: 1/3/18,"stood, approached stafford Raised arm andhitBehavior during time out:",
361,ASSS_SI_09_Part34,Time Out Room Log,Time entered:,Time exited:,1257 pm,Not staying in classBehavior during time out:Behavior upon exiting:,
362,ASSS_SI_09_Part35,Time Out Room Log,1/9/18,12:35,Date:,returned to classbywalked out Shortly after returning.,
363,ASSS_SI_09_Part36,Time Out Room Log,Date: 1/19/18,Time exited:,1015am,,
364,ASSS_SI_09_Part37,Time Out Room Log,Date: 1/29/18,Time exited:,Date: 1/29/18,,
365,ASSS_SI_09_Part38,Time Out Room Log,Date: 1/4/18,Time exited:,Date: 1/4/18,out of room. went to t. O. on own.Behavior during time out:Behavior upon exiting:,
366,ASSS_SI_09_Part39,Time Out Room Log,Date: 1/4/18,11 35 pm,Time exited: 11:45am,papers/punching staff.Behavior during time out:Behavior upon exiting:,
367,ASSS_SI_09_Part4,Time Out Room Log,Time entered:,Time exited:,1/23/18,"refused to attend his firsthe asked if he needed to make up his work Teacher stated ""yes!got upland",
368,ASSS_SI_09_Part40,Time Out Room Log,1/8/18,Time exited:,10:15,n.refused same back to his deskof earning head points to cooking and,
369,ASSS_SI_09_Part41,Time Out Room Log,Time entered:,Time exited:,1/8/18,"nas been off hisAgemential teachis medications directions to be defcant your sunning a impulsive. down hill de refered tounedover a weeks, He has been",
370,ASSS_SI_09_Part42,Time Out Room Log,Date: 1/10/2018,Time exited:,Date: 1/10/2018,across the floor. Sitting in lubby on top of a pels of russ trying to pull plavedown .Behavior during time out:,
371,ASSS_SI_09_Part43,Time Out Room Log,Date: 1/10/18,Time exited:,Date: 1/10/18,was in outer room a trindrunningout of Stemicultroom,
372,ASSS_SI_09_Part44,Time Out Room Log,Date: 1/3/18,Time exited:,Date: 1/3/18,"was refusing to follow directions. When re-directedhe began yelling. staff attempted distractions, but behaviors escalated and hewas trying to flip his clerk. When staff approached, he began hitting / scratching",
373,ASSS_SI_09_Part45,Time Out Room Log,Date: 12.13.17,Time exited:,Date: 12.13.17,Reading out loud. Started kicking and throwing things. Disruptingother students.Behavior during time out:,
374,ASSS_SI_09_Part46,Time Out Room Log,Date: 12.14.17,Time exited:,Date: 12.14.17,Strewing down the hallway.Behavior during time out:Behavior upon exiting:,
375,ASSS_SI_09_Part47,Time Out Room Log,Date: 1/10/18,1:10,Time exited: 1:30,"yelling, throwing pencils, left the roomBehavior during time out:Behavior upon exiting:",
376,ASSS_SI_09_Part48,Time Out Room Log,Date: 1-29-18,Time entered: 8:38Am,Time entered: 8:38Am,,
377,ASSS_SI_09_Part49,Time Out Room Log,Time entered:,Time exited:,02/41/2017,was assionated before P.E. because we weren'tplaying jaitbrank when the class left to So to P.E. he went back in thecubby to abant 5 minutes finally stood up & said he was ready During P.E,
378,ASSS_SI_09_Part5,Time Out Room Log,Time entered:,Time exited:,1/30/2018,,
379,ASSS_SI_09_Part6,Time Out Room Log,1/30/2018,Time exited:,11:05,lb egan Playingeuctrocuted and it someone touched him they would getwith the electrical outlet saying he wanted to get catrooted,
380,ASSS_SI_09_Part7,Time Out Room Log,Date: 1/31/2018,12:05,12 : 30,"was playing VNO , a card was put down. It wasanother students turn,stated it was his turn, when staff directed",
381,ASSS_SI_09_Part8,Time Out Room Log,1-30-18,Time entered: 9:00,Time exited: 9:55,"went to science, walked out was aked togo totimeout.Behavior during time out:",
382,ASSS_SI_09_Part9,Time Out Room Log,1/9/17,Time entered: 1:3025,Time exited: 1:38,"They were told to walk in nan quietly. Anotherstudentbegan to swear, Assistance was called.then threatened",
383,ASSS_SI_10_Part1,Time Out Room Log,Date: 1/3/18,Time entered: 1145,12:00,"Taking a break in area outside of timeout , threw a doorstopat meBehavior during time out:",
384,ASSS_SI_10_Part10,Time Out Room Log,Time entered:,11:00,1/17/18,"Sprinting up and down the hallway, Running away from StaffBehavior during time out:Behavior upon exiting:",
385,ASSS_SI_10_Part11,Time Out Room Log,Time entered:,1/17/2018,Time exited: 11:45am,stay in blue room by choiceBehavior during time out:Behavior upon exiting:,
386,ASSS_SI_10_Part12,Time Out Room Log,Date: 1/17/2018,Time exited:,11:48 am,he Choose to Kick usBehavior during time out:Behavior upon exiting:,
387,ASSS_SI_10_Part13,Time Out Room Log,Date: 1/17/18,Time entered: 12:15,,Trying to leave the area outside of the time outarea.Behavior during time out:,
388,ASSS_SI_10_Part14,Time Out Room Log,1/17/18,1:45,Time exited: 2:00,"Trying to push past staff, not following directionsBehavior during time out:Behavior upon exiting:",
389,ASSS_SI_10_Part15,Time Out Room Log,1/18/18,9: 25 am,Time exited: 9:32,kept trying to put his fingers in door and would notlisten when told to stop. we closed the door for his ownSafety,
390,ASSS_SI_10_Part16,Time Out Room Log,1/18/18,11:05 am,Time exited: 11:20am,,
391,ASSS_SI_10_Part17,Time Out Room Log,1/18/18,Time entered: 11:27am,11:40am,Started hittingand I with shoewas opened,
392,ASSS_SI_10_Part18,Time Out Room Log,Date: 1/11/2018,Time exited:,Date: 1/11/2018,while seated in it if tried to take it allows the hall to time out. At this him WLTesting & refused to try 9 Daund out words. He pushed his chair across the room hadto remove him fiam the chair q estort him to time out.,
393,ASSS_SI_10_Part19,Time Out Room Log,1/11/2018,Time exited:,Date:,hit staff & Kick.Behavior during time out:Behavior upon exiting:,
394,ASSS_SI_10_Part2,Time Out Room Log,Date: 1/8/2018,,Time exited: 12:25pm,"was refusing to re-enter classroom andStarted hanging on an electrical box. we tried toget him to stop, but when he refused, we told him",
395,ASSS_SI_10_Part20,Time Out Room Log,Date: 1/12/18,Time exited:,Date: 1/12/18,"to redirect, angry remind of class rules and took away ""work"". Student encomagedto sit and rest, Student began pulling at Staffs arms B legs. waswalked to T.O.",
396,ASSS_SI_10_Part21,Time Out Room Log,1/14/3018,Time exited:,Date:,,
397,ASSS_SI_10_Part22,Time Out Room Log,Time entered:,Time exited:,1/18/2018,told he would have to complete work tomarrow before he was allowed toparticipate in cooking of craft Student was wandering around time out rearn when tddto sit on the met he refused DB staff put him back in padded and,
398,ASSS_SI_10_Part23,Time Out Room Log,1/19/18,,932/am,,
399,ASSS_SI_10_Part24,Time Out Room Log,Time entered:,1/29/2018,Time exited: 12:20pm,"out for safety masons, he redumed the other students wore allowed to go toPE.but, he wasn'tBehavior during time out:",
400,ASSS_SI_10_Part25,Time Out Room Log,Date: 1/32/2018,Time exited:,Date: 1/32/2018,"tape all his desk, calmed down, Mad snack. & then at Math time he he take refused break dorefund to do his jeurnal writing. started ripping tocruskled up his paper 9 throw it at teacher. Staff suggested a",
401,ASSS_SI_10_Part26,Time Out Room Log,1/31/2018,Time exited:,Date:,"was told the can'dn't read w/if he was notDote at the deak at the back of the clesshoom. He bloke this pencil, threw that A staff,",
402,ASSS_SI_10_Part27,Time Out Room Log,Date: 1/10/18,Time exited:,11:00,"Angry , swearing, ripped art work and pointsheet, trigger un knownAsk to use timesut are a for a breakBehavior during time out:",
403,ASSS_SI_10_Part28,Time Out Room Log,1/10/18,Time exited:,Date:,"Angry , swearing, are trigger unknown, asked to use thetime out area for a breakBehavior during time out:",
404,ASSS_SI_10_Part29,Time Out Room Log,1/25/18,Time entered: 9:20 am,,started throwing his shoes in theClassroom / refused to take a quiet break in the classroomroamed halls prior to going to time out,
405,ASSS_SI_10_Part3,Time Out Room Log,Date: 1/8/2018,Time exited:,1:10 pm,Watchhethrew his lunch at me and then proceeded to be,
406,ASSS_SI_10_Part30,Time Out Room Log,1/26/18,promose,11:20,Throwing recycle canNot following directionsBehavior during time out:,
407,ASSS_SI_10_Part31,Time Out Room Log,Date: 1/24/18,11:40,Date: 1/24/18,"Unable to follow Direction upon recentry, holding door shutSo staff member could not enter He 100M.Behavior during time out:",
408,ASSS_SI_10_Part32,Time Out Room Log,12/12/2017,Time exited:,1:28,"received his medication at 12:33 pm. While waiting for his medication to take effect,was runningaround the classroom, climbing furniture, tripping over furniture, rolling around on the floor and running into furniture to be safe. and",
409,ASSS_SI_10_Part33,Time Out Room Log,Time entered:,Time exited:,12/14/2017,"was in the classroom and began engaging in behavior that was unsafe to himself (hopping around theclassroom, climbing on people and furniture). Two staff walkeddown to the room as a less stimulating place for",
410,ASSS_SI_10_Part34,Time Out Room Log,Time entered:,Time exited:,12/15/2017,"received his medication at 8:15 am. He was very hyper in the classroom (running around, climbing on furniture,climbing on people, banging into furniture, people and walls). Staff decided to bringdown to the time-out room",
411,ASSS_SI_10_Part35,Time Out Room Log,Time entered:,Time exited:,12/15/2017,"was due to receive his medication at 12:30. He was very hyper in the classroom (running around, climbing onfurniture, climbing on people, banging into furniture, people and walls). Staff decided to bringdown to the",
412,ASSS_SI_10_Part36,Time Out Room Log,12/18/2017,Time exited:,Date:,"received his medication at 8:15 am. He was very hyper in the classroom (throwing his body into cubbies, headbutting, climbing on furniture and people, banging into furniture, people and walls). Staff decided to bringdown",
413,ASSS_SI_10_Part37,Time Out Room Log,Time entered:,Time exited:,01/16/2018,"received his medication at 8:15 am. He was very hyper and unsafe while getting ready for school in theclassroom (throwing his body into cubbies, head butting staff, climbing on furniture and people). Staff decided in. to bringdown to the time-out room to give him a less stimulating place for him to calm until his medication set",
414,ASSS_SI_10_Part38,Time Out Room Log,Time entered:,Time exited:,01/18/2018,"received his medication at 8:15 am. As he was getting ready for school, he was hyper and running across theroom (falling over furniture and running into peers and staff). Staff attempted to transition tohis desk and he",
415,ASSS_SI_10_Part39,Time Out Room Log,Time entered:,Time exited:,01/24/2018,"rec'd his medication @ 8:30am. In group, he was hyper and falling out of his seat. Staff attempted to help calmhim (vest, pressure, roller, sensory toy) for about 40 mins. before it was apparent that he was continuing to escalate.Staff decided to transition",
416,ASSS_SI_10_Part4,Time Out Room Log,Date: 1/9/18,Time entered: 10:00,10:15,$ center. He was prompted to tade a break a at his dest or inthe break area He threw a chair toward another studentBehavior during time out:,
417,ASSS_SI_10_Part40,Time Out Room Log,01/24/2018,10:00,10:05,"was infrom 9:30-10:00 and was provided with a variety of sensory input for the durationof his session as he was not able to sit or focus on any activity. Upon leaving therapy, was falling on the floor",
418,ASSS_SI_10_Part41,Time Out Room Log,Time entered:,Time exited:,01/24/2018,"was in the classroom and continued to fall on the floor, run around, trip on furniture, attempt to climb on the sinkand counter and was running into walls, furniture and people. Staff broughtdown to the time out room to give",
419,ASSS_SI_10_Part42,Time Out Room Log,01/24/2018,Time exited:,Date:,Iwas in the classroom and was running around the classroom. Staff broughtO a smaller area in theroom to let him be more active.,
420,ASSS_SI_10_Part43,Time Out Room Log,Date: 12/04/2017,Time exited:,Date: 12/04/2017,tasked for a break and went into the time out room for a few minutes.Behavior during time out:Behavior upon exiting:,
421,ASSS_SI_10_Part5,Time Out Room Log,Date: 1/9/18,11:00,Time exited: 11:15,,
422,ASSS_SI_10_Part6,Time Out Room Log,Date: 1/9/18,Time exited:,Date: 1/9/18,space and options to participatein instruction. He choose to escalate and put himself indanger by trying to close door on hand 6-T times.,
423,ASSS_SI_10_Part7,Time Out Room Log,Date: 1/14/18,1150,Date: 1/14/18,"Running around the gym, not following directions,hitme in the back",
424,ASSS_SI_10_Part8,Time Out Room Log,1/16/18,1:00,Time exited: 11/5,walhed. out of class without permissionnot following directionsBehavior during time out:,
425,ASSS_SI_10_Part9,Time Out Room Log,Date: 1/16/18,,Time exited: 2:05,initiated time-out afterwas beingunsafe and punched him in the leg,
426,ASSS_SI_11_Part1,Time Out Room Log,Time entered:,Time exited:,12/15/2017,"had just been told that he couldn't play a game yet, it wasn't recess.Behavior during time out:Behavior upon exiting:",
427,ASSS_SI_11_Part10,Time Out Room Log,01/26/2018,8:35,8:45,came into school very moody. He was trying to instigate arguments with staff.put himself on the floorunder the jackets and then got up and left the room. He put himself in timeout,
428,ASSS_SI_11_Part11,Time Out Room Log,01/26/2018,8:50,9:25,had just previously come out of T/O. He decidedtoroam the hallway and try toget into the main office. Staffintervened and directed him to the T/O room.Behavior during time out:,
429,ASSS_SI_11_Part12,Time Out Room Log,Date: 01/02/2018,12:23,12:37,vas not happy with the consequences during lunch so he charged staff and head butted them.Behavior during time out:Behavior upon exiting:,
430,ASSS_SI_11_Part13,Time Out Room Log,Date: 01/09/2018,Time exited:,Date: 01/09/2018,"was given a direction. He refused to follow the direction. When he was told he could do his work during earned reward timeinstead, he began hitting the wall and grabbing materials was removed to the break room.Behavior during time out:",
431,ASSS_SI_11_Part14,Time Out Room Log,01/16/2018,2:37,2:45,"fused to do his work. When staff did not respond, he flipped his desk.Behavior during time out:Behavior upon exiting:",
432,ASSS_SI_11_Part15,Time Out Room Log,Date: 01/17/2018,11:10,Time exited: 11:23,"was refusing to do work, he crawled under the table and started kicking table, walls, chairs.Behavior during time out:Behavior upon exiting:",
433,ASSS_SI_11_Part16,Time Out Room Log,Date: 01/19/2018,Time exited:,"9:45, 10:37 AM","was using materials inappropriately during centers. Materials were removed. At check in time before earnedreward time,refused to comply. Planned ignore until he was ready. When he realized earned reward time was",
434,ASSS_SI_11_Part17,Time Out Room Log,01/23/2018,11:00,11:49,flipped his desk.Behavior during time out:Behavior upon exiting:,
435,ASSS_SI_11_Part18,Time Out Room Log,01/23/2018,2:07,2:26,unsafe toward staff-hitting and kickingBehavior during time out:Behavior upon exiting:,
436,ASSS_SI_11_Part19,Time Out Room Log,01/31/2018,10:54,11:25,vas self directed and not following directions then started attacking staff with his hands.Behavior during time out:Behavior upon exiting:,
437,ASSS_SI_11_Part2,Time Out Room Log,Time entered:,Time exited:,01/03/2018,had just been restrained 2 times and to ensure that his behavior calmed and he was able to continue his daysafetly.Behavior during time out:,
438,ASSS_SI_11_Part20,Time Out Room Log,01/19/2018,2:00,2:32,"Student was upset that she lost a game in PE. She threw a tantrum. When she returned to the classroom, she did not earn a pointfor respect. When the teacher turned around she threw her pencil at him. She was removed as she hit, slapped and grabbedteacher.",
439,ASSS_SI_11_Part21,Time Out Room Log,01/11/2018,9:25,9:45,Student did not receive mood stabilizing medication at home. Our nurse gave him medication after we had confirmation from mom.Student was very disruptive to the entire group.Behavior during time out:,
440,ASSS_SI_11_Part22,Time Out Room Log,01/16/2018,9:15,10:05,Student did not receive medications at home. He became very disruptive to the learning environment and disrespectful.Behavior during time out:Behavior upon exiting:,
441,ASSS_SI_11_Part23,Time Out Room Log,2/13/18,Time entered: 10:35,10:50,"Tried to run away.went to Science , was disrupting class, asked to leaveBehavior during time out:",
442,ASSS_SI_11_Part24,Time Out Room Log,2-12-18,Time entered: 9:04,Time exited: 9:21,,
443,ASSS_SI_11_Part25,Time Out Room Log,Date: 2-12-18,Time entered: 9:33,Time exited: 9:45,"making noises, interuptinggrabbing things off of staffdesk, pulled hood over face.",
444,ASSS_SI_11_Part26,Time Out Room Log,Date: 2-15-18,Time entered: 9:50,Time exited: 10:10,Perseverating on the Lock DownBehavior during time out:Behavior upon exiting:,
445,ASSS_SI_11_Part27,Time Out Room Log,2/1/2018,Time entered: 9:15,9:30,"Students aggressively going after each other with balls, I stepped in betweenStudents instigating comments about PantsStudent Punched me in chest and spit in my fall",
446,ASSS_SI_11_Part28,Time Out Room Log,2/8/2018,9:20,Time exited: 2:00,"students. stated he was out of the classroom the rest of thedall. When StaFF said no that he was OK, he would stay, hethrew books, adren Riched / hit staff, flipped dests/chairs, threw",
447,ASSS_SI_11_Part29,Time Out Room Log,2/9/2018,11:10,11:20,"time,flipped desks, threw chairs, threw pencil at student,threw garbage can at student, and threw pencil boxes.",
448,ASSS_SI_11_Part3,Time Out Room Log,Time entered:,Time exited:,01/04/2018,after a restraintBehavior during time out:Behavior upon exiting:,
449,ASSS_SI_11_Part30,Time Out Room Log,Time entered:,Time exited:,2/9/2018,"flipped chairs, knocked over garbage can, threw Folders, rippedup bulletin board, and knocked over reams of paper.Behavior during time out:",
450,ASSS_SI_11_Part31,Time Out Room Log,2/13/2018,,,new pitcher. Staff calledover and asked him to be kind.the gym into the stage and started to knock items on the stage over,
451,ASSS_SI_11_Part32,Time Out Room Log,12:00 pm,Time exited:,Date:,"left the cafeteria when staff directed him to sit downat a table.walked to the caretana classroom , got a book, walked",
452,ASSS_SI_11_Part33,Time Out Room Log,Date: 2/14/18,Time entered: 1:45,Staff person supervising student during time out:,At Valentines Dannewasamond nom- left Norm,
453,ASSS_SI_11_Part34,Time Out Room Log,Date: 2-12-18,Time entered: 11.20,Time exited: 11:40,came in the room from preferred breakwentto,
454,ASSS_SI_11_Part35,Time Out Room Log,Date: 2/6/18,Time entered: 900,Time exited: 945,refused to do his ELApourmlk onpro fector. when assistance wasHe glued stuffs clessing clothing and attem called pted to,
455,ASSS_SI_11_Part36,Time Out Room Log,Date: 2/6/18,Time entered: 130,2:00,"A directed to go back toStaff-Directedderk shewent into closet. when told to leave cluset ,",
456,ASSS_SI_11_Part37,Time Out Room Log,Date: 2/14/18,Time entered: 86 965,9:25,"began to say in appropriate things to staffand taking things off stuff ""desk + throwingBehavior during time out:",
457,ASSS_SI_11_Part38,Time Out Room Log,Date: 2-2-18,Time entered: 8:30,Date: 2-2-18,was informed that the speechsession for to day was going to be re-scheduled for nextweek,
458,ASSS_SI_11_Part39,Time Out Room Log,Date: 2-13-18,Time entered: 12:13 pm,12:40 pun,was reminded to complete his clean up job.Behavior during time out:Behavior upon exiting:,
459,ASSS_SI_11_Part4,Time Out Room Log,1-4-18,Time entered: 9:45,Date:,was refusing to follow directions during a work activity.with when his reminded chair of ripping his expectations his paper he He was was then becoming taken out aggresse forabreatbut tried to run away & way kicking So Thewas taken tothe T.O.room insti,
460,ASSS_SI_11_Part40,Time Out Room Log,Time entered:,Time exited:,2-15-18,"was in a restraint, when released brokewas calm enough to be released from restraint.a calculator, started. throwing chairs staff thought",
461,ASSS_SI_11_Part41,Time Out Room Log,Date: 2/9/18,12:25 pm,Date: 2/9/18,"Reading time after lunch,became physicallyagressive toward staff (throwing 600 is + putting his hands. state) on",
462,ASSS_SI_11_Part42,Time Out Room Log,Date: 2/14/18,Time exited:,11:15,,
463,ASSS_SI_11_Part43,Time Out Room Log,Date: 2/1/18,Time exited:,8:15,,
464,ASSS_SI_11_Part44,Time Out Room Log,Date: 2/2/18,Time exited:,8:32,took - 10 min to exit Mom's car +enter school. came in sobbing laddy stated he needed breaka,
465,ASSS_SI_11_Part5,Time Out Room Log,Date: 1/8/18,Time entered: 9:35_10:25,,"lycs refusing to complete school-work and began throuing his things gound ,the pom and throwing his body On the floor.Behavior during time out:",
466,ASSS_SI_11_Part6,Time Out Room Log,Date: 1/8/18,Date: 1/8/18,Time exited: 2:15 - to bus,"becameoppositional, began to throw dice, pencil, walked to T.O., mostof",
467,ASSS_SI_11_Part7,Time Out Room Log,Date: 1/17/18,Time exited:,10140,"Where the other students yelled ""aachood"". 100 loud forBehavior during time out:Behavior upon exiting:",
468,ASSS_SI_11_Part8,Time Out Room Log,Date: 1/16/18,Time entered: 9:10,9:35,"streakers, was hone for 3 day weekend, ""ijchy"") When it was time to start our lessonwas having a difficult start to hisday (He forgot hishe was yelling, flepped his desk (x3), behaviors continued to excelate walked",
469,ASSS_SI_11_Part9,Time Out Room Log,Time entered:,Time exited:,01/03/2018,"was very antsy and was having negative/loose thoughts about his CSE meeting tomorrow. He was needing 1:1attention to get through his morning. After art, he started getting lost in his thoughts, and staff took him for a walk.started off talking and then quickly escalated to unsafe behaviors.",
470,ASSS_SI_12_Part1,Time Out Room Log,Date: 2/2/18,Time exited:,8:50,asked what he needed- he began banging his head on hisbegan sobbing landly in class - whendesk- directed to t.s. to pet calm-,
471,ASSS_SI_12_Part10,Time Out Room Log,Time entered:,Time exited:,02/15/2018,Hitting staffBehavior during time out:Behavior upon exiting:,
472,ASSS_SI_12_Part11,Time Out Room Log,Time entered:,Time exited:,02/28/2018,"Not following directions, running around the classroom, climbing on furnitureBehavior during time out:Behavior upon exiting:",
473,ASSS_SI_12_Part12,Time Out Room Log,Date: 2/1/2018,Time exited:,1052 10:55 11.00,"that away he started lifting his desk off the floor was asked to stop, he refused sorefused to do his math work so staff had to takeWe took the desk away Was asked to take a buak he refused so we wanted herp",
474,ASSS_SI_12_Part13,Time Out Room Log,12:35am,Time exited:,Date:,He wanted to go outside for recess or play.Behavior during time out:Behavior upon exiting:,
475,ASSS_SI_12_Part14,Time Out Room Log,Time entered: 1:16 P. 14,Time entered: 1:16 P. 14,2/1/2018,"was in the buck area el the classroom & washanded a sheet of work he brake his crayon, repped the material over thecubbils down of was exceted out of the room to time ant.",
476,ASSS_SI_12_Part15,Time Out Room Log,2/5/18,Time exited:,"11:38 1:40, 11,42, 11:44",home sick.was offered a breakwas upset another student was higing,
477,ASSS_SI_12_Part16,Time Out Room Log,Time entered:,Time exited:,2/5/2018,healthyed he lasta Dordyly paint of mid to rip point shels out of ptatl's hand. Staff suggested hetake Ce brank y go talk about it He walked over to time out room,
478,ASSS_SI_12_Part17,Time Out Room Log,Date: 2/9/18,Time exited:,11:05 11:10,,
479,ASSS_SI_12_Part18,Time Out Room Log,Date: 21/9/18,,Date: 21/9/18,chair.Behavior during time out:Behavior upon exiting:,
480,ASSS_SI_12_Part19,Time Out Room Log,Time entered:,Time exited:,2/16/18,Threw pencil on floorBehavior during time out:Behavior upon exiting:,
481,ASSS_SI_12_Part2,Time Out Room Log,Time entered:,Time exited:,2/14/2018,refused to came in from necess of wouldn't get up offthe ground & started kicking staff. He Mad to be escarted to time outBehavior during time out:,
482,ASSS_SI_12_Part20,Time Out Room Log,Date: 2/16/18,10:35,Date: 2/16/18,"was told it was time to Sit downwhen presented with workHe was out of Timecut, safe and in Stented control",
483,ASSS_SI_12_Part21,Time Out Room Log,Date: 2/16/18,Time exited:,Date: 2/16/18,"refused to do work, pushing cleskBehavior during time out:Behavior upon exiting:",
484,ASSS_SI_12_Part22,Time Out Room Log,Date: 2/15/2018,Time exited:,Date: 2/15/2018,"Crumbled up math paper, pushed his deskBehavior during time out:Behavior upon exiting:",
485,ASSS_SI_12_Part23,Time Out Room Log,Time entered:,Time exited:,2/14/2018,was asked to complete a worksleet. He wasypset I asked him toexplain why. He didn't want to complete his WOVE. while talking with him heslapped me in the face.,
486,ASSS_SI_12_Part24,Time Out Room Log,Time entered:,Time exited:,2/13/2018,,
487,ASSS_SI_12_Part25,Time Out Room Log,Time entered:,Time exited:,2/13/2018,"was hustrated because he had to workindependently Da he threw his paper of pencel an the floor, resulting inlass of a safety part. He had to be escarted to time out",
488,ASSS_SI_12_Part26,Time Out Room Log,Time entered:,Time exited:,2/26/2018,refused to do any work. He started lefting his desk offthe floor. that was taken away He moved his chair over in front of the teachers deck 7started pushing into that at that paint he was asked to go take a brak 4 walked,
489,ASSS_SI_12_Part27,Time Out Room Log,Date: 2/27/18,Time exited:,9:10,and vacation.inhesed to do morning were and we offered. acere to school still upset from vesterday,
490,ASSS_SI_12_Part28,Time Out Room Log,Time entered:,Time exited:,2/28/2018,"C arone back from Art $ Dat at his dask, WAS handedhiswork which he ripped in half of then mysel to floip his desk. He was",
491,ASSS_SI_12_Part29,Time Out Room Log,Time entered:,Time exited:,2/28/2018,Bufusal to work of therefore lass of privalegespickedup,
492,ASSS_SI_12_Part3,Time Out Room Log,Date: 2/15/18,Time entered: 9:05,9:15,"became angry + defiant when it was time tobegin our first ELA activity,shore his chair + dear.",
493,ASSS_SI_12_Part30,Time Out Room Log,Date: 1/25/18,1:35,Time exited: 2:15,"with another student. which called ILDwas working lilregitation to iscalate. He went to the back of the room to the bean bags, but when",
494,ASSS_SI_12_Part31,Time Out Room Log,Date: 21/15/18,Time exited:,11:00,,
495,ASSS_SI_12_Part32,Time Out Room Log,Date: 2/5/2018,Time entered: 11am,11:15am,Breaking Pencil and throwing itBehavior during time out:Behavior upon exiting:,
