,Table: Table_1,id
"(nan, nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_072
"(nan, nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_072
"(nan, nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_072
"(nan, nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_072
"(nan, nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_072
"(nan, nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_072
"(nan, nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_072
"(nan, nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_072
"(nan, nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_072
"(nan, nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_072
"(nan, nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_072
"(nan, nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_072
"(nan, nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_072
"(nan, nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_072
"(nan, nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_072
"(nan, nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_072
"('Da.. ', 'Staff ', 'Time IN ', 'Time OUT ', 'Total Time ', 'Purpose De-escalation = 1 (needs adult Interaction) Relaxation = 0 (no adult interaction needed) ', nan)",,SCH_SI_01_Page_113
"('13 ', nan, '9:50 ', '10:05 ', '15 ', '1 ', nan)",,SCH_SI_01_Page_113
"('13 ', nan, '10.05 ', '10:20 ', '15 ', '1 *went ', nan)",,SCH_SI_01_Page_113
"('B ', nan, '11:15 ', '11:30 ', '15 ', 'I ', nan)",,SCH_SI_01_Page_113
"('13 ', nan, '11:30 ', '11:45 ', '15 ', '1 ', nan)",,SCH_SI_01_Page_113
"('$14 ', nan, '10:45 ', '11:00 ', '15 ', 'I ', nan)",,SCH_SI_01_Page_113
"('14 ', nan, '1:00 ', '195 ', '15 ', '\\ ', nan)",,SCH_SI_01_Page_113
"(nan, nan, '1:15 ', '1:25 ', '10 ', 'I ', nan)",,SCH_SI_01_Page_113
"(nan, nan, '1:35 ', '1:50 ', '15 ', '1 ', nan)",,SCH_SI_01_Page_113
"(nan, nan, '1:50 ', '2:05 ', '15 ', '1 ', nan)",,SCH_SI_01_Page_113
"(nan, nan, '9:35 ', '9:50 ', '15 ', '\\ ', nan)",,SCH_SI_01_Page_113
"(nan, 'y ', '9:50 ', '10:05 ', '15 ', '\\ ', nan)",,SCH_SI_01_Page_113
"('6 ', nan, '10:05 ', '10:15 ', '10 ', 'I sleeping ', nan)",,SCH_SI_01_Page_113
"('30 ', nan, '11:15 ', '11:26 ', '11 ', '1 ', nan)",,SCH_SI_01_Page_113
"(nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_113
"(nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_113
"(nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_113
"(nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_113
"(nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_113
"(nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_113
"(nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_113
"(nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_113
"(nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_113
"('Date ', 'Student ', 'Staff ', 'Time In ', 'Time out ', 'Total time ', 'Door open/closed ')",,SCH_SI_02_Page_092
"('0-2 ', nan, nan, '12:38 ', '12:41 ', '3 ', 'losed ')",,SCH_SI_02_Page_092
"('103 ', nan, nan, '8:50 ', '9:00 ', '10 ', 'closed / ')",,SCH_SI_02_Page_092
"('10-3 ', nan, nan, '9:45 ', '10an ', '15 ', 'closed ')",,SCH_SI_02_Page_092
"('10/4 ', nan, nan, '8:21 ', '8:40 ', '19 ', 'Closed/open ')",,SCH_SI_02_Page_092
"('10/4 ', nan, nan, '8:41 ', '8:48 ', '7 ', 'Closed/aper ')",,SCH_SI_02_Page_092
"('10/10 ', nan, nan, '9:05 ', '9:10 ', '5 ', 'closed. ')",,SCH_SI_02_Page_092
"('10/23 ', nan, nan, '9:35 ', '9:45 ', '10 ', 'Closed ')",,SCH_SI_02_Page_092
"('10-31 ', nan, nan, '12:15 ', '12:25 ', '15 ', 'closed ')",,SCH_SI_02_Page_092
"(nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_02_Page_092
"(nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_02_Page_092
"(nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_02_Page_092
"(nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_02_Page_092
"(nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_02_Page_092
"(nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_02_Page_092
"(nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_02_Page_092
"(nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_02_Page_092
"(nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_02_Page_092
"(nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_02_Page_092
"(nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_02_Page_092
"(nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_02_Page_092
"(nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_02_Page_092
"(nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_02_Page_092
"(nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_02_Page_092
"(nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_02_Page_092
"(nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_02_Page_092
"(nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_02_Page_092
"(nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_02_Page_092
"(nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_02_Page_092
"(nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_02_Page_092
"(nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_02_Page_092
"('Date ', 'Staff ', 'Time IN ', 'Time OUT ', 'Total Time ', 'Purpose De-escalation = 1 (needs adult Interaction) Relaxation = 0 (no adult Interaction needed) ')",,SCH_SI_01_Page_161
"('10/1 ', nan, '7:55 ', '8:10 ', '15 min ', '1 ')",,SCH_SI_01_Page_161
"('10/1 ', nan, '8:10 ', '8:17 ', '7 min ', '1 ')",,SCH_SI_01_Page_161
"('10/1 ', nan, '8:30 ', '8:45 ', '15 min ', '\\ ')",,SCH_SI_01_Page_161
"('10/1 ', nan, '11:00 ', '11:10 ', '10 min ', '\\ ')",,SCH_SI_01_Page_161
"('10/3 ', nan, '1:50 ', '2:05 ', '15 min ', '1 ')",,SCH_SI_01_Page_161
"('10/4 ', nan, '10:35 ', '10:50 ', '15 min ', '\\ ')",,SCH_SI_01_Page_161
"('10/12 ', nan, '11:35 ', '11:45 ', '10 min ', '\\ ')",,SCH_SI_01_Page_161
"('10/12 ', nan, '12:30 ', '12:45 ', '15 min ', '\\ ')",,SCH_SI_01_Page_161
"('10/12 ', nan, '1:22 ', '1:30 ', '8 min ', '\\ ')",,SCH_SI_01_Page_161
"('10/12 ', nan, '1:30 ', '1:45 ', '15 min ', '1 ')",,SCH_SI_01_Page_161
"('10/12 ', nan, '1:45 ', '2:00 ', '15 min ', '1 ')",,SCH_SI_01_Page_161
"('10/12 ', nan, '2:00 ', '2:15 ', '15 min ', 'I ')",,SCH_SI_01_Page_161
"('10/15 ', nan, '8:25 ', '8:30 ', '5 min ', 'I ')",,SCH_SI_01_Page_161
"('10/15 ', nan, '9:15 ', '9:30 ', '15 min ', 'I ')",,SCH_SI_01_Page_161
"('10/15 ', nan, '9:30 ', '9:35 ', '5 min ', '1 ')",,SCH_SI_01_Page_161
"('10/16 ', nan, '8:25 ', '8:35 ', '10 min ', '1 ')",,SCH_SI_01_Page_161
"('10116 ', nan, '9:40 ', '9:54 ', '14 min ', 'I ')",,SCH_SI_01_Page_161
"('10116 ', nan, '1:30 ', '1:45 ', '15 min ', '1 ')",,SCH_SI_01_Page_161
"('10/16 ', nan, '1:45 ', '1:55 ', '10 min ', '\\ ')",,SCH_SI_01_Page_161
"('101 17 ', nan, '8:00 ', '8:15 ', '15 min ', '1 ')",,SCH_SI_01_Page_161
"('10/17 ', nan, '8:15 ', '8:30 ', '15 min ', 'I ')",,SCH_SI_01_Page_161
"('10/17 ', nan, '8:30 ', '8:45 ', '15 min ', 'I ')",,SCH_SI_01_Page_161
"('Date ', 'Student ', 'Staff ', 'Time In ', 'Time out ', 'Total time ', 'Door open/closed ')",,SCH_SI_02_Page_131
"('11 ', nan, nan, '9413 ', '9:21 ', '8mins ', 'closed ')",,SCH_SI_02_Page_131
"('with ', nan, nan, '8:12 ', '8:44 ', '40mins ', 'clessed ')",,SCH_SI_02_Page_131
"('4/12 ', nan, nan, '9:18 ', '9:26 ', '8mlus ', 'closed ')",,SCH_SI_02_Page_131
"('4/13 ', nan, nan, '8:42 ', '9:27 ', '45min ', 'closed ')",,SCH_SI_02_Page_131
"('4114 ', nan, nan, '10: 15 ', '10:25 ', '10mm ', 'closed ')",,SCH_SI_02_Page_131
"('4/14 ', nan, nan, '12:00 ', '1225 ', '17min ', 'closed ')",,SCH_SI_02_Page_131
"('4/14 ', nan, nan, '1230 ', '12:$5 ', '145mins ', 'closed ')",,SCH_SI_02_Page_131
"('4/19 ', nan, nan, '8:37 ', '9:20 ', '43mnns ', 'Streed ')",,SCH_SI_02_Page_131
"('4/19 ', nan, nan, '9:50 ', '10:10 ', 'domoss ', 'closed ')",,SCH_SI_02_Page_131
"('4/19 ', nan, nan, '9:59 ', '1023 ', '24min ', 'closed ')",,SCH_SI_02_Page_131
"('4/19 ', nan, nan, '1027 ', '1035 ', 'Emin ', 'closed ')",,SCH_SI_02_Page_131
"('4/20 ', nan, nan, '9:15 ', '9:19 ', '4min ', 'closed ')",,SCH_SI_02_Page_131
"('4/21 ', nan, nan, '11:28 ', '11:4 ', '13mrs. ', 'closed ')",,SCH_SI_02_Page_131
"('4/21 ', nan, nan, ""I'll "", '1:55 ', '43mins ', 'cjarlgood ')",,SCH_SI_02_Page_131
"('In2 ', nan, nan, '8:35 ', '10:00 ', 'the 25mius ', 'closed ')",,SCH_SI_02_Page_131
"('4/26 ', nan, nan, '8:35 ', '8:41 ', 'emius ', 'closed ')",,SCH_SI_02_Page_131
"('4/36 ', nan, nan, '9143 ', '9:52 ', '9 mins ', 'closed ')",,SCH_SI_02_Page_131
"('4/27 ', nan, nan, '11:38 ', '11:45 ', 'Timis ', 'closed ')",,SCH_SI_02_Page_131
"('4/28 ', nan, nan, '8:34 ', '8:40 ', 'larins ', 'closipol ')",,SCH_SI_02_Page_131
"('4/28 ', nan, nan, '10:14 ', '10:24 ', 'Thin ', 'closed ')",,SCH_SI_02_Page_131
"(nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_02_Page_131
"(nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_02_Page_131
"(nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_02_Page_131
"(nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_02_Page_131
"(nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_02_Page_131
"(nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_02_Page_131
"(nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_02_Page_131
"(nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_02_Page_131
"(nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_02_Page_131
"(nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_02_Page_131
"('Date ', 'Staff ', 'Time IN ', 'Time OUT ', 'Total Time ', 'Purpose De-escalation = 1 (needs adult Interaction) Relaxation = 0 (no adult interaction needed) ')",,SCH_SI_01_Page_217
"('4115 ', nan, 'liiD ', 'hils ', '5 ', '0 ')",,SCH_SI_01_Page_217
"('11115 ', nan, '1:05 ', '1:20 ', 'IS ', '1 ')",,SCH_SI_01_Page_217
"('4115 ', nan, '1125 ', '1:40 ', 'IS ', '\\ ')",,SCH_SI_01_Page_217
"('411h ', nan, '120 ', '1100 ', '20 ', nan)",,SCH_SI_01_Page_217
"('4120 ', nan, ""I'S "", '1135 ', '20 ', '\\ smash Dillabur into Steft ')",,SCH_SI_01_Page_217
"('4130 ', nan, '12:10 ', '12:20 ', '10 ', '\\ Able to calm ')",,SCH_SI_01_Page_217
"(nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_217
"(nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_217
"(nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_217
"(nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_217
"(nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_217
"(nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_217
"(nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_217
"(nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_217
"(nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_217
"(nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_217
"(nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_217
"(nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_217
"(nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_217
"(nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_217
"(nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_217
"(nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_217
"(nan, 'Staff ', 'Time IN ', 'Time OUT ', 'Total Time ', 'Purpose De-escalation = 1 (needs adult interaction) Relaxation = 0 (no adult interaction needed) ')",,SCH_SI_01_Page_112
"('5/14 ', nan, '1:35. ', '1:40 ', '5 ', '1 ')",,SCH_SI_01_Page_112
"(nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_112
"(nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_112
"(nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_112
"(nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_112
"(nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_112
"(nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_112
"(nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_112
"(nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_112
"(nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_112
"(nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_112
"(nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_112
"(nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_112
"(nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_112
"(nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_112
"(nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_112
"(nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_112
"(nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_112
"(nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_112
"(nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_112
"(nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_112
"(nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_112
"('Date ', 'Staff ', 'Time IN ', 'Time OUT ', 'Total Time ', 'Purpose De-escalation = 1 (needs adult interaction) Relaxation = 0 (no adult interaction needed) ')",,SCH_SI_01_Page_160
"('10/28 ', nan, '8.23 ', '8:30 ', '7min ', 'I ')",,SCH_SI_01_Page_160
"('10/22 ', nan, '8:30 ', '8:45 ', '15 min ', '\\ ')",,SCH_SI_01_Page_160
"('10/22 ', nan, '9:15 ', '9:26 ', '11 min ', '1 ')",,SCH_SI_01_Page_160
"('10/22 ', nan, '9:50 ', '10:05 ', '15 min ', '1 ')",,SCH_SI_01_Page_160
"('10/22 ', nan, '10:05 ', '10:10 ', '5 min ', '\\ ')",,SCH_SI_01_Page_160
"(nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_160
"(nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_160
"(nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_160
"(nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_160
"(nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_160
"(nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_160
"(nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_160
"(nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_160
"(nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_160
"(nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_160
"(nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_160
"(nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_160
"(nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_160
"(nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_160
"(nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_160
"(nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_160
"(nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_160
"('Date ', 'Staff ', 'Time IN ', 'Time OUT ', 'Total Time ', 'Purpose De-escalation = 1 (needs adult interaction) Relaxation = 0 (no adult Interaction needed) ')",,SCH_SI_01_Page_216
"('4/8/19 ', nan, '12:30 ', '12:35 ', '5 ', '1 ')",,SCH_SI_01_Page_216
"('4/15/19 ', nan, '1005 ', ""I'll "", '6 ', '0 ')",,SCH_SI_01_Page_216
"(nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_216
"(nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_216
"(nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_216
"(nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_216
"(nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_216
"(nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_216
"(nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_216
"(nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_216
"(nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_216
"(nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_216
"(nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_216
"(nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_216
"(nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_216
"(nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_216
"(nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_216
"(nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_216
"(nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_216
"(nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_216
"(nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_216
"(nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_216
"('Date: ', 'Student ', 'Time In ', 'Time Out ', 'Total Time ', 'Purpose De-escalation=1 (needs adult interaction) Relaxation= 0 (no adult interaction needed) ')",,SCH_SI_01_Page_001
"('18/24 ', nan, '925 ', '945 ', '20 ', '1 0 ')",,SCH_SI_01_Page_001
"('10/24 ', nan, '1000 ', '1006 ', '6 ', '1 0 ')",,SCH_SI_01_Page_001
"('10/24 ', nan, '1026 ', '10=88 ', '2 ', '1- O ')",,SCH_SI_01_Page_001
"('10/84 ', nan, '1055 ', '1103 ', '7 ', '1 0 ')",,SCH_SI_01_Page_001
"('10/24 ', nan, '1105 ', '1122 ', 'Zo ', '1 0 ')",,SCH_SI_01_Page_001
"('10/24 ', nan, '145 ', '1150 ', '5 ', '1 0 ')",,SCH_SI_01_Page_001
"('10/24 ', nan, '1203 ', '1210 ', '7 ', '1 0 ')",,SCH_SI_01_Page_001
"('11/24/2018 ', nan, '05 ', '108 ', '3 ', '1 0 ')",,SCH_SI_01_Page_001
"('Date ', 'Staff ', 'Time IN ', 'Time OUT ', 'Total Time ', 'Please Check to Confirm: Room was used for De-escalation', ' with the door closed. (Break Room Use for relaxation / with door open will be recorded separately', ' per student plans). ')",,SCH_SI_01_Page_073
"('6/14/19 ', nan, '2:07 ', '2:12 ', 'Sminutes ', 'X ', nan, nan)",,SCH_SI_01_Page_073
"('5141 ', nan, '1.30 ', '1:46 ', '16mm ', 'X ', nan, nan)",,SCH_SI_01_Page_073
"('5/23/9 ', nan, '203 ', '2:23 ', '20 usin ', 'X I ', nan, nan)",,SCH_SI_01_Page_073
"('5/23 ', nan, '234 ', '2:350 ', '16 MM ', 'X ', nan, nan)",,SCH_SI_01_Page_073
"('5/28 ', nan, '1121 ', '1125 ', '4min ', 'X K ', nan, nan)",,SCH_SI_01_Page_073
"('5128 ', nan, '12.24 ', '12:38 ', '14mh ', 'X You ', nan, nan)",,SCH_SI_01_Page_073
"('5/e/11 ', nan, '12:40 ', '1:00 ', '22 min ', 'X ', nan, nan)",,SCH_SI_01_Page_073
"('5/29 ', nan, '1229 ', '1240 ', '11min ', 'X ', nan, nan)",,SCH_SI_01_Page_073
"(nan, nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_073
"(nan, nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_073
"(nan, nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_073
"(nan, nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_073
"(nan, nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_073
"(nan, nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_073
"(nan, nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_073
"(nan, nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_073
"(nan, nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_073
"(nan, nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_073
"(nan, nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_073
"(nan, nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_073
"(nan, nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_073
"(nan, nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_073
"('Date: ', 'Student ', 'Time In ', 'Time Out ', 'Total Time ', 'Purpose De-escalation=1 (needs adult interaction) Relaxation= 0 (no adult interaction needed) ')",,SCH_SI_01_Page_014
"('4/9/9 ', nan, '1214 ', '1225 ', '11 ', '1 0 ')",,SCH_SI_01_Page_014
"('1/8/19 ', nan, '37 ', '140 ', '3 ', '1 0 ')",,SCH_SI_01_Page_014
"('1/9/19 ', nan, '10"" ', '101 ', '5 ', '1 0 ')",,SCH_SI_01_Page_014
"('1/9/19 ', nan, '1017 ', '1023 ', '6 ', '0 ')",,SCH_SI_01_Page_014
"('1/9/19 ', nan, '1133 ', '1137 ', '4 ', '1 0 ')",,SCH_SI_01_Page_014
"('1/9/19 ', nan, '1139 ', '1143 ', '4 ', '1 0 ')",,SCH_SI_01_Page_014
"('1/9/19 ', nan, '1145 ', '1153 ', '8 ', '1 0 ')",,SCH_SI_01_Page_014
"('1/19 ', nan, '1155 ', '12 °C ', '5 ', '1 0 ')",,SCH_SI_01_Page_014
"('Date ', 'Staff ', 'Time IN ', 'Time OUT ', 'Total Time ', 'Please Check to Confirm: Room was used for De-escalation', ' with the door closed. (Break Room Use for relaxation / with door open will be recorded separately', ' per student plans). ')",,SCH_SI_01_Page_066
"('6/10 ', nan, '10th ', '1039 ', 'Tminness ', 'X ', nan, nan)",,SCH_SI_01_Page_066
"('6/19 ', nan, '1038 ', '1044 ', 'Leminsy ', 'X ', nan, nan)",,SCH_SI_01_Page_066
"(nan, nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_066
"(nan, nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_066
"(nan, nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_066
"(nan, nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_066
"(nan, nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_066
"(nan, nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_066
"(nan, nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_066
"(nan, nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_066
"(nan, nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_066
"(nan, nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_066
"(nan, nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_066
"(nan, nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_066
"(nan, nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_066
"(nan, nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_066
"(nan, nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_066
"(nan, nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_066
"(nan, nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_066
"(nan, nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_066
"(nan, nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_066
"(nan, nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_066
"('Date ', 'Staff ', 'Time IN ', 'Time OUT ', 'Total Time ', 'Please Check to Confirm: Room was used for De-escalation', ' with the door closed. (Break Room Use for relaxation / with door open will be recorded separately', ' per student plans). ')",,SCH_SI_02_Page_036
"('9/13/19 ', nan, '9:09 ', '9::15 ', '6 ', 'L ', nan, nan)",,SCH_SI_02_Page_036
"('9/24/19 ', nan, '1000 ', '10°S ', '5 ', 'L ', nan, nan)",,SCH_SI_02_Page_036
"('9/24/19 ', nan, '1027 ', '1035 ', '8 ', '1 ', nan, nan)",,SCH_SI_02_Page_036
"(nan, nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_02_Page_036
"(nan, nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_02_Page_036
"(nan, nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_02_Page_036
"(nan, nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_02_Page_036
"(nan, nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_02_Page_036
"(nan, nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_02_Page_036
"(nan, nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_02_Page_036
"(nan, nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_02_Page_036
"(nan, nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_02_Page_036
"(nan, nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_02_Page_036
"(nan, nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_02_Page_036
"(nan, nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_02_Page_036
"(nan, nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_02_Page_036
"(nan, nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_02_Page_036
"(nan, nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_02_Page_036
